name,rate,rating_people,director,year,movietime,main_country,main_language,main_genre,second_genre,main_actor,second_actor
唐顿庄园：2015圣诞特别篇,9.4,8265,迈克尔·恩格勒,2015,92.0,英国,英语,剧情,家庭,休·博纳维尔,艾伦·里奇
天方异谈,7.7,3854,周浩晖,2018,94.0,中国大陆,汉语普通话,剧情,悬疑,葛布,刘浩
小屁孩日记2,7.4,14627,大卫·博维斯,2011,93.0,美国,英语,喜剧,喜剧,扎克瑞·戈登,戴文·博斯蒂克
违命,6.8,5756,塞巴斯蒂安·莱里奥,2017,114.0,美国,英语,剧情,爱情,瑞秋·麦克亚当斯,蕾切尔·薇兹
不惧风暴,6.7,22035,史蒂文·奎里,2014,91.0,美国,英语,动作,灾难,理查德·阿米蒂奇,莎拉·韦恩·卡丽丝
后宫：帝王之妾,5.6,13570,金大胜,2012,122.0,韩国,韩语,剧情,情色,金民俊,赵汝贞
第五波,4.7,11189,J·布莱克森,2016,112.0,美国,英语,动作,科幻,科洛·莫瑞兹,尼克·罗宾森
校花诡异事件,3.2,5214,关尔,2013,102.0,中国大陆,汉语普通话,惊悚,恐怖,赵奕欢,王一
孤独的美食家正月SP：井之头五郎漫长的一天,8.8,5651,沟口宪司,2017,52.0,日本,日语,剧情,剧情,松重丰,松重丰
随心所欲的五月,7.8,1008,克里斯蒂安·卡西雍,2015,114.0,法国,法语,剧情,战争,奥古斯特·迪赫,奥利维埃·古尔梅
庸才,7.7,14994,园子温,2011,129.0,日本,日语,剧情,剧情,染谷将太,二阶堂富美
假期历险记,7.1,17265,乔纳森·M·戈尔茨坦/约翰·弗朗西斯·戴利,2015,99.0,美国,英语,喜剧,家庭,艾德·赫尔姆斯,克里斯蒂娜·艾伯盖特
米其林情缘,7.1,14564,拉斯·霍尔斯道姆,2014,122.0,美国,英语,剧情,剧情,海伦·米伦,欧姆·普瑞
阿唐奇遇,7.1,6381,王微,2017,98.0,中国大陆,汉语普通话,动画,奇幻,石磊,原泽宇
魔力麦克,6.5,23228,史蒂文·索德伯格,2012,110.0,美国,英语,剧情,喜剧,查宁·塔图姆,马修·麦康纳
酒吧,6.3,10032,阿莱克斯·德·拉·伊格莱西亚,2017,102.0,西班牙,西班牙语,喜剧,惊悚,布兰卡·苏亚雷斯,马里奥·卡萨斯
红衣小女孩,5.7,6906,程伟豪,2015,93.0,台湾,汉语普通话,惊悚,恐怖,许玮甯,黄河
脱皮爸爸,5.5,4283,司徒慧焯,2016,105.0,中国大陆,粤语,剧情,喜剧,吴镇宇,古天乐
老九门番外之二月花开,4.9,5789,林楠,2016,93.0,中国大陆,汉语普通话,悬疑,奇幻,张艺兴,张铭恩
北京纽约,4.2,12748,李晓雨,2015,107.0,中国大陆,汉语普通话,剧情,爱情,林志玲,刘烨
末日迷踪,4.2,8767,维克·阿姆斯特朗,2014,110.0,美国,英语,动作,科幻,尼古拉斯·凯奇,查德·迈克尔·墨瑞
小明和他的小伙伴们,4.1,6672,王鑫,2016,96.0,中国大陆,汉语普通话,喜剧,喜剧,乔杉,许君聪
唐顿庄园：2011圣诞特别篇,9.2,35062,布莱恩·派西维尔,2011,93.0,英国,英语,剧情,剧情,罗伯特·巴瑟斯特,休·博纳维尔
妇女参政论者,8.1,15510,莎拉·加芙隆,2015,106.0,英国,英语,剧情,传记,凯瑞·穆里根,海伦娜·伯翰·卡特
瑞普·凡·温克尔的新娘,7.5,16789,岩井俊二,2016,179.0,日本,日语,剧情,剧情,黑木华,绫野刚
大病,7.5,15871,迈克尔·肖沃特,2017,120.0,美国,英语,喜剧,爱情,库梅尔·南贾尼,佐伊·卡赞
守望者：罪恶迷途,6.8,15410,非行,2011,103.0,中国大陆,普通话,剧情,悬疑,任达华,陈思诚
花,6.8,12512,娄烨,2011,100.0,法国,法语,剧情,爱情,塔哈·拉希姆,任洁
我是马布里,6.2,6422,杨子,2017,107.0,中国大陆,汉语普通话,剧情,运动,斯蒂芬·马布里,吴尊
人间，空间，时间和人,5.9,3116,金基德,2018,122.0,韩国,韩语,剧情,剧情,安圣基,张根硕
我们都是超能力者！电影版,5.1,12535,园子温,2015,114.0,日本,日语,剧情,喜剧,染谷将太,池田依来沙
天生不对,4.0,6808,谷德昭,2017,99.0,中国大陆,汉语普通话,喜剧,爱情,周渝民,薛凯琪
相声大电影之我要幸福,2.9,3927,张栾,2017,92.0,中国大陆,汉语普通话,剧情,喜剧,郭德纲,于谦
初吻50次,6.9,4191,福田雄一,2018,114.0,日本,日语,喜剧,爱情,山田孝之,长泽雅美
火车上的女孩,6.4,16001,泰特·泰勒,2016,112.0,美国,英语,剧情,悬疑,艾米莉·布朗特,卢克·伊万斯
暂告安全,6.2,14001,鲍兹·亚金,2012,94.0,美国,英语,动作,惊悚,杰森·斯坦森,克里斯·萨兰登
三城记,6.1,19207,张婉婷,2015,130.0,中国大陆,汉语普通话,剧情,爱情,刘青云,汤唯
四月是你的谎言,5.9,6534,新城毅彦,2016,122.0,日本,日语,剧情,爱情,广濑铃,山崎贤人
致命弯道4：血腥起源,5.4,10048,德克兰·奥布莱恩,2011,93.0,美国,英语,恐怖,恐怖,詹妮弗·皮达维克,泰妮卡戴维斯
追凶,4.3,8116,彭发,2012,94.0,香港,粤语,悬疑,惊悚,刘青云,王宝强
约翰之子,8.4,3190,菲利普·里奥雷,2016,98.0,法国,法语,剧情,家庭,皮埃尔·德隆尚,加布里埃尔·阿坎德
魔发精灵,7.2,14252,迈克·米切尔/沃尔特·道恩,2016,93.0,美国,英语,动画,歌舞,安娜·肯德里克,贾斯汀·汀布莱克
她爱上了我的谎,7.2,12036,小泉德宏,2013,117.0,日本,日语,剧情,爱情,佐藤健,大原樱子
亚人,6.7,8209,本广克行,2017,109.0,日本,日语,剧情,动作,佐藤健,玉山铁二
同窗,6.6,11522,Hong-soo Park,2013,113.0,韩国,韩语,剧情,动作,崔胜铉,韩艺璃
草叶集,6.2,2003,洪尚秀,2018,66.0,韩国,韩语,剧情,剧情,金敏喜,郑镇荣
室友,5.9,11667,克里斯蒂安·E·克里斯蒂安森,2011,91.0,美国,英语,剧情,惊悚,莉顿·梅斯特,敏卡·凯利
豆福传,5.8,6163,邹燚,2017,85.0,中国大陆,汉语普通话,动画,动画,陈佩斯,李立群
摩天大楼,5.7,13612,本·维特利,2015,119.0,英国,英语,剧情,科幻,汤姆·希德勒斯顿,杰瑞米·艾恩斯
盂兰神功,5.5,11635,张家辉,2014,82.0,香港,粤语,惊悚,恐怖,张家辉,刘心悠
孤独的美食家特别篇！盛夏的东北·宫城出差篇,9.0,4290,井川尊史,2016,58.0,日本,日语,剧情,剧情,松重丰,向井理
尼斯·疯狂的心,8.2,5063,罗伯托·柏林厄,2015,109.0,巴西,葡萄牙语,剧情,传记,格劳瑞·皮尔丝,罗伯特·罗德里格斯
双面劳伦斯,7.9,11181,泽维尔·多兰,2012,168.0,加拿大,法语,剧情,爱情,梅尔维尔·珀波,苏珊娜·克莱蒙
修女艾达,7.8,10978,帕维乌·帕夫利科夫斯基,2013,80.0,波兰,波兰语,剧情,剧情,阿伽塔·特泽布霍夫斯卡,阿伽塔·库莱沙
那就是我的世界,7.7,3382,崔成贤,2018,120.0,韩国,韩语,剧情,剧情,李秉宪,朴正民
真爱百分百,7.5,3840,弗朗克·迪博斯克,2018,107.0,法国,法语,喜剧,爱情,弗朗克·迪博斯克,亚历山德拉·拉米
天使的性,6.6,22603,泽维尔·比利亚韦德,2012,102.0,西班牙,西班牙语,剧情,爱情,阿斯特丽德·伯格斯-弗瑞斯贝,略伦斯·冈萨雷斯
爱恋,6.6,15328,加斯帕·诺,2015,135.0,法国,英语,剧情,爱情,卡尔·格洛斯曼,黛博拉·海薇
再见，在也不见,5.9,17702,忻钰坤/陈世杰/西瓦罗·孔萨库,2015,108.0,中国大陆,汉语普通话,剧情,爱情,陈柏霖,蒋雯丽
坏老师,5.8,21862,杰克·卡斯丹,2011,92.0,美国,英语,喜剧,喜剧,卡梅隆·迪亚兹,贾斯汀·汀布莱克
第90届奥斯卡颁奖典礼,5.8,2657,格伦·维斯,2018,187.0,美国,英语,真人秀,真人秀,吉米·坎摩尔,吉米·坎摩尔
上海王,4.8,5976,胡雪桦,2016,111.0,中国大陆,汉语普通话,剧情,动作,胡军,余男
我是布莱克,8.2,16499,肯·洛奇,2016,100.0,英国,英语,剧情,剧情,戴夫·琼斯,海莉·斯奎尔斯
盛夏的方程式,7.4,22890,西谷弘,2013,129.0,日本,日语,剧情,悬疑,福山雅治,吉高由里子
德惠翁主,7.4,8915,许秦豪,2016,127.0,韩国,韩语,剧情,历史,孙艺珍,朴海日
我的叔叔,7.0,11506,山下敦弘,2016,110.0,日本,日语,喜剧,家庭,松田龙平,真木阳子
双面情人,6.7,11872,弗朗索瓦·欧容,2017,107.0,法国,法语,剧情,爱情,玛丽恩·瓦科特,杰瑞米·雷乃
鞋匠人生,6.5,10795,汤姆·麦卡锡,2014,99.0,美国,英语,剧情,喜剧,亚当·桑德勒,史蒂夫·布西密
包法利夫人,6.3,4141,索菲·巴尔特,2014,118.0,美国,英语,剧情,剧情,米娅·华希科沃斯卡,劳拉·卡尔迈克尔
白色：诅咒的旋律,6.0,5173,金曲/金宣,2011,100.0,韩国,韩语,恐怖,恐怖,咸恩静,Maydoni
正义联盟：亚特兰蒂斯的宝座,6.0,5106,伊桑·斯波尔丁,2015,72.0,美国,英语,动作,动画,克里斯托弗·戈勒姆,马特·兰特尔
禁入直播,5.8,2882,丹尼尔·歌德哈伯,2018,94.0,美国,英语,悬疑,惊悚,玛德琳·布鲁尔,帕奇·德拉奇
无价之宝,3.7,10510,姜国民,2011,94.0,中国大陆,汉语普通话,喜剧,喜剧,张柏芝,郑中基
最完美的离婚,9.1,30077,并木道子,2014,120.0,日本,日语,剧情,喜剧,瑛太,尾野真千子
空之境界,9.1,6211,须藤友德,2013,90.0,日本,日语,动画,动画,坂本真绫,铃村健一
唐顿庄园：2014圣诞特别篇,8.9,8257,Minkie Spiro,2014,93.0,英国,英语,剧情,剧情,休·博纳维尔,劳拉·卡尔迈克尔
都灵之马,8.3,9759,贝拉·塔尔/阿尼亚斯·赫拉尼茨基,2011,155.0,匈牙利,匈牙利语,剧情,剧情,亚诺什·代尔日,艾丽卡·博克
真幌站前多田便利屋,8.1,21598,大森立嗣,2011,123.0,日本,日语,剧情,剧情,瑛太,松田龙平
冲出康普顿,7.7,10525,F·加里·格雷,2015,147.0,美国,英语,剧情,音乐,科里·霍金斯,杰森·米切尔
肉与灵,7.5,10492,伊尔蒂科·茵叶蒂,2017,116.0,匈牙利,匈牙利语,剧情,爱情,亚历山德拉·博尔贝伊,格扎·莫桑伊
使徒,6.3,3455,加雷斯·埃文斯,2018,130.0,美国,英语,悬疑,惊悚,丹·史蒂文斯,麦克·辛
234说爱你,6.1,8405,张玮真,2015,95.0,台湾,汉语普通话,爱情,爱情,秦昊,林依晨
亲家过年,5.6,18915,叶伟民,2012,91.0,中国大陆,汉语普通话,喜剧,家庭,文章,张丰毅
常在你左右,5.1,8243,邱礼涛,2017,98.0,香港,粤语,悬疑,犯罪,古天乐,张智霖
末日重启,4.1,4920,提姆·斯密特,2017,91.0,荷兰,英语,动作,科幻,丹·史蒂文斯,贝纳尼丝·玛尔洛
涉外大饭店,8.0,30835,约翰·马登,2011,124.0,英国,英语,剧情,喜剧,玛吉·史密斯,朱迪·丹奇
动物园长的夫人,7.1,7101,妮琪·卡罗,2017,127.0,捷克,英语,剧情,传记,杰西卡·查斯坦,约翰·海尔登贝格
恶之教典,7.0,20879,三池崇史,2012,129.0,日本,日语,惊悚,惊悚,伊藤英明,二阶堂富美
海雾,7.0,16416,沈成宝,2014,111.0,韩国,韩语,剧情,惊悚,金允石,朴有天
迷失Z城,6.9,17285,詹姆斯·格雷,2016,141.0,美国,英语,剧情,传记,查理·汉纳姆,罗伯特·帕丁森
高楼大劫案,6.8,19921,布莱特·拉特纳,2011,104.0,美国,英语,喜剧,动作,本·斯蒂勒,艾迪·墨菲
钢铁苍穹,6.6,39419,提莫·沃伦索拉,2012,93.0,芬兰,英语,喜剧,动作,戈兹·奥托,茱莉亚·迭泽
悬案密码3：信仰的阴谋,6.6,1052,汉斯·皮特·莫郎,2016,112.0,丹麦,丹麦语,剧情,惊悚,尼古拉·雷·卡斯,法瑞斯·法瑞斯
巴黎危机,6.4,8115,詹姆斯·瓦特金斯,2016,92.0,英国,英语,剧情,动作,伊德里斯·艾尔巴,理查德·麦登
无人生还,6.3,12467,北村龙平,2012,86.0,美国,英语,惊悚,恐怖,卢克·伊万斯,德里克·迈戈雅
鬼三惊,6.2,7263,伊萨拉·纳迪/卡洛堤·奈金塔隆/皮查农·塔玛杰拉,2012,96.0,泰国,泰语,恐怖,恐怖,阿萍雅·萨库尔加伦苏,霍嘉丝·芝华顾
爸，我一定行的,6.2,5650,蓝鸿春,2018,100.0,中国大陆,潮汕方言,剧情,喜剧,郑润奇,郑鹏生
江湖论剑实录,5.5,9978,蒋卓原,2014,96.0,中国大陆,汉语普通话,喜剧,古装,郑恺,孙坚
再见路星河,5.5,2566,袁菲,2017,95.0,中国大陆,汉语普通话,剧情,爱情,王栎鑫,张鑫
指甲刀人魔,4.4,8454,关智耀,2017,100.0,中国大陆,汉语普通话,喜剧,爱情,周冬雨,张孝全
污垢,7.8,26435,乔·拜尔德,2013,97.0,英国,英语,剧情,喜剧,詹姆斯·麦卡沃伊,杰米·贝尔
希望的另一面,7.8,9412,阿基·考里斯马基,2017,98.0,芬兰,芬兰语,剧情,喜剧,韦勒·维坦恩,卡蒂·奥廷宁
午夜巴士,7.7,1086,竹下昌男,2017,157.0,日本,日语,剧情,剧情,原田泰造,山本未来
白宫管家,7.4,23651,李·丹尼尔斯,2013,132.0,美国,英语,剧情,传记,福里斯特·惠特克,奥普拉·温弗瑞
华颐：吞噬怪物的孩子,7.2,15586,张俊焕,2013,126.0,韩国,韩语,动作,惊悚,金允石,吕珍九
悬案密码2：野鸡杀手,6.9,1124,Mikkel Nørgaard,2014,120.0,丹麦,丹麦语,惊悚,犯罪,尼古拉·雷·卡斯,法瑞斯·法瑞斯
阿呆与阿瓜2,6.3,8347,博比·法雷里/彼得·法雷里,2014,109.0,美国,英语,喜剧,喜剧,金·凯瑞,杰夫·丹尼尔斯
黑衣女人,5.8,16153,詹姆斯·瓦特金斯,2012,95.0,英国,英语,剧情,惊悚,丹尼尔·雷德克里夫,塞伦·希德
一八九四·甲午大海战,5.3,7048,冯小宁,2012,120.0,中国大陆,汉语普通话,剧情,历史,陆毅,夏雨
贴身女保镖,5.3,1770,维姬·朱森,2019,94.0,英国,阿拉伯语,动作,惊悚,劳米·拉佩斯,奥利维亚·杰森
女人公敌,3.5,6355,管晓杰/陈欧,2013,113.0,中国大陆,汉语普通话,喜剧,喜剧,赵奕欢,文卓
轻音少女,8.9,8624,山田尚子,2011,110.0,日本,日语,剧情,动画,丰崎爱生,日笠阳子
酒神小姐,8.2,12303,李在容,2016,111.0,韩国,韩语,剧情,传记,尹汝贞,全茂松
德黑兰禁忌,8.1,3995,阿里·苏赞德,2017,96.0,德国,波斯语,剧情,动画,法拉德·阿巴丁尼贾德,贾斯米娜·阿里
美味毒妇,7.8,6454,热罗姆·恩里科,2012,87.0,法国,法语,剧情,喜剧,贝纳德特·拉封,卡门·毛拉
一切尽失,7.7,13990,J·C·尚多尔,2013,100.0,美国,英语,剧情,灾难,罗伯特·雷德福,罗伯特·雷德福
森林战士,7.3,20626,克里斯·韦奇,2013,102.0,美国,英语,动画,奇幻,阿曼达·塞弗里德,乔什·哈切森
足不出户,7.3,6533,杰拉德·约翰斯通,2014,107.0,新西兰,英语,喜剧,悬疑,莫嘉娜·奥莱利,瑞玛·特·维塔
乔纳斯,7.3,1957,克里斯托夫·查理尔,2018,82.0,法国,法语,剧情,爱情,费利克斯·马利陶德,尼古拉斯·鲍文斯
角头2：王者再起,6.5,3125,颜正国,2018,127.0,台湾,汉语普通话,剧情,动作,王识贤,高捷
它在身后,6.4,18809,大卫·罗伯特·米切尔,2014,100.0,美国,英语,悬疑,恐怖,麦卡·梦露,凯尔·吉克瑞斯特
初恋未满,6.3,8307,刘娟,2013,105.0,中国大陆,汉语普通话,剧情,爱情,张含韵,冉旭
亡命救赎,5.8,5683,让-弗朗索瓦·雷切,2016,88.0,法国,英语,动作,犯罪,梅尔·吉布森,艾琳·莫里亚蒂
24小时：末路重生,5.1,5716,布莱恩·斯莫兹,2017,93.0,美国,英语,动作,科幻,伊桑·霍克,许晴
剧场版魔法少女小圆,8.9,8372,宫本幸裕/新房昭之,2013,116.0,日本,日语,动画,动画,悠木碧,斋藤千和
夏威夷,8.4,10736,马可·伯格,2013,102.0,阿根廷,西班牙语,剧情,同性,曼努尔·维格诺,马特奥·基亚里诺
汉娜·阿伦特,8.1,7130,玛加蕾特·冯·特罗塔,2012,113.0,德国,德语,剧情,传记,巴巴拉·苏科瓦,珍妮·麦克蒂尔
无法无天,7.3,18462,约翰·希尔寇特,2012,116.0,美国,英语,剧情,犯罪,汤姆·哈迪,盖·皮尔斯
意外制造公司,7.3,12669,麦克·范·迪亚姆,2015,102.0,荷兰,荷兰语,喜剧,爱情,杰罗恩·凡·康宁斯伯格,乔治娜·芜班
舞出我人生5,6.3,7144,翠西·西埃,2014,112.0,美国,英语,剧情,爱情,瑞安·古兹曼,布莱恩娜·伊维根
邻居大战,6.1,18286,尼古拉斯·斯托勒,2014,96.0,美国,英语,喜剧,喜剧,塞斯·罗根,萝丝·拜恩
非常小特工之时间大盗,5.6,6802,罗伯特·罗德里格兹,2011,89.0,美国,英语,喜剧,动作,杰西卡·阿尔芭,杰里米·皮文
物怪,5.3,1726,许宗昊,2018,105.0,韩国,韩语,动作,奇幻,金明民,金仁权
黑白迷宫,4.6,8068,阚家伟,2017,103.0,中国大陆,汉语普通话,剧情,动作,任达华,陈小春
一九四四,8.0,7601,埃尔莫·纽加农,2015,100.0,爱沙尼亚,爱沙尼亚语,剧情,历史,卡斯帕·威尔伯格,克里斯蒂安·乌克斯库拉
二十世纪女人,7.8,13239,迈克·米尔斯,2016,119.0,美国,英语,剧情,喜剧,安妮特·贝宁,艾丽·范宁
塔洛,7.7,10009,万玛才旦,2015,123.0,中国大陆,藏语,剧情,剧情,西德尼玛,杨秀措
索尔之子,7.4,12234,拉斯洛·奈迈施,2015,107.0,匈牙利,匈牙利语,剧情,战争,盖佐·罗赫里格,列文特·莫尔纳
自杀房间,6.9,14579,扬·科马萨,2011,110.0,波兰,波兰语,剧情,同性,雅酷朴·盖尔秀,阿伽塔·库莱沙
远离尘嚣,6.9,9149,托马斯·温特伯格,2015,119.0,英国,英语,剧情,爱情,凯瑞·穆里根,马提亚斯·修奈尔
灵动：鬼影实录3,6.6,7801,亨利·朱斯特,2011,85.0,美国,英语,惊悚,恐怖,克里斯托弗·尼古拉斯·史密斯,克洛伊·森格瑞
燃情主厨,6.4,21239,约翰·威尔斯,2015,101.0,美国,法语,剧情,喜剧,布莱德利·库珀,西耶娜·米勒
变节：潜罪犯,6.1,26800,邱礼涛,2011,84.0,香港,粤语,动作,悬疑,谢天华,吴镇宇
救僵清道夫,5.4,7184,甄栢荣/赵善恒,2017,94.0,香港,粤语,喜剧,恐怖,钱小豪,蔡瀚亿
刑警兄弟,5.2,5777,戚家基,2016,97.0,香港,粤语,喜剧,动作,黄宗泽,金刚
剑风传奇,8.4,10346,洼冈俊之,2012,77.0,日本,日语,剧情,动作,岩永洋昭,樱井孝宏
听说桐岛要退部,7.9,31330,吉田大八,2012,103.0,日本,日语,剧情,剧情,神木隆之介,桥本爱
利维坦,7.7,12930,安德烈·萨金塞夫,2014,140.0,俄罗斯,俄语,剧情,剧情,阿列克谢·谢列布里亚科夫,叶莲娜·利亚多娃
舞出我人生4,7.6,19802,斯科特·斯皮尔,2012,99.0,美国,英语,剧情,爱情,瑞安·古兹曼,凯瑟琳·麦考米克
换季期,7.6,3103,李东恩,2016,115.0,韩国,韩语,剧情,同性,裴宗玉,李源根
幼儿园教师,7.6,2099,萨拉·科朗吉洛,2018,96.0,美国,英语,剧情,剧情,玛吉·吉伦哈尔,盖尔·加西亚·贝纳尔
解语花,7.1,9407,朴兴植,2016,120.0,韩国,韩语,剧情,爱情,韩孝周,千禹熙
十八洞村,7.1,4993,苗月,2017,124.0,中国大陆,汉语普通话,剧情,剧情,王学圻,白威
藩篱,7.0,8198,丹泽尔·华盛顿,2016,139.0,美国,英语,剧情,剧情,丹泽尔·华盛顿,维奥拉·戴维斯
不能说的夏天,6.9,13814,王维明,2014,110.0,台湾,汉语普通话,剧情,剧情,徐若瑄,郭采洁
童军手册之僵尸启示录,6.7,9676,克里斯托弗·兰登,2015,93.0,美国,英语,喜剧,恐怖,豪斯顿·塞奇,帕特里克·施瓦辛格
今天的吉良同学,6.7,4776,川村泰祐,2017,109.0,日本,日语,喜剧,喜剧,中川大志,饭丰万理江
辣手警花,6.6,15303,保罗·费格,2013,117.0,美国,英语,喜剧,动作,桑德拉·布洛克,梅丽莎·麦卡西
贝尔科实验,6.1,11620,克瑞格·麦克林恩,2016,89.0,美国,英语,动作,惊悚,小约翰·加拉赫,托尼·戈德温
星河战队：火星叛国者,5.9,4445,荒牧伸志/松本胜,2017,88.0,美国,英语,动作,科幻,卡斯帕·凡·迪恩,迪娜·迈耶
在世界中心呼唤爱,4.5,5194,郭在容,2016,95.0,中国大陆,汉语普通话,爱情,爱情,欧豪,张慧雯
女生宿舍,3.9,6193,梁婷,2014,103.0,中国大陆,汉语普通话,悬疑,惊悚,温心,成毅
泡沫之夏,2.6,6403,赖俊羽,2016,98.0,中国大陆,汉语普通话,剧情,爱情,黄灿灿,罗仲谦
少爷,8.5,12594,铃木雅之,2016,120.0,日本,日语,剧情,喜剧,二宫和也,松下奈绪
倾国之恋,7.8,19360,麦当娜,2011,119.0,英国,英语,剧情,爱情,艾比·考尼什,詹姆斯·达西
柯达克罗姆胶卷,7.6,2135,马克·拉索,2017,105.0,加拿大,英语,剧情,剧情,艾德·哈里斯,杰森·苏戴奇斯
如沐爱河,7.5,10223,阿巴斯·基亚罗斯塔米,2012,109.0,法国,日语,剧情,剧情,奥野匡,高梨临
音为爱,7.3,21190,查亚诺普·布恩帕拉科布,2011,130.0,泰国,泰语,喜剧,爱情,吉拉育·拉翁马尼,帕查拉·奇拉锡瓦特
何者,7.3,10005,三浦大辅,2016,97.0,日本,日语,剧情,剧情,佐藤健,有村架纯
军犬麦克斯,7.2,7812,鲍兹·亚金,2015,111.0,美国,英语,剧情,冒险,托马斯·哈登·丘奇,乔什·维金斯
宿敌,6.9,20989,丹尼斯·维伦纽瓦,2013,91.0,加拿大,英语,剧情,悬疑,杰克·吉伦哈尔,梅拉尼·罗兰
第一归正会,6.7,3094,保罗·施拉德,2017,113.0,美国,英语,剧情,惊悚,伊桑·霍克,阿曼达·塞弗里德
愤怒的小孩,6.2,5979,黄雷,2012,97.0,中国大陆,汉语普通话,喜剧,儿童,王一鸣,肖逾榛
幻影追凶,6.1,11243,朱利安·麦格奈,2011,103.0,美国,英语,剧情,惊悚,米拉·乔沃维奇,朱利安·麦克马洪
花宵道中,6.0,6832,丰岛圭介,2014,102.0,日本,日语,剧情,爱情,安达祐实,渊上泰史
维京：王者之战,5.9,5934,安德列·克拉夫丘克,2016,133.0,俄罗斯,俄语,剧情,动作,丹尼拉·科兹洛夫斯基,斯维特拉纳·库德钦科娃
正义联盟：毁灭,7.5,7527,劳伦·蒙哥马利,2012,77.0,美国,英语,动画,动画,凯文·康瑞,蒂姆·达利
好朋友,7.5,3935,艾伦·斯密特,2018,80.0,荷兰,荷兰语,剧情,爱情,马吉德·马多,乔舒亚·斯特拉多斯基
最长的旅程,7.2,9225,小乔治·提尔曼,2015,128.0,美国,英语,剧情,爱情,布丽特·罗伯森,斯科特·伊斯特伍德
世界奇妙物语,7.0,7439,松木创/小林义则/后藤庸介/河野圭太/纸谷枫/岸川正史/植田泰史,2017,106.0,日本,日语,剧情,悬疑,中条彩未,永作博美
震荡效应,7.0,6836,彼得·兰德斯曼,2015,123.0,英国,英语,剧情,传记,威尔·史密斯,亚历克·鲍德温
皇室风流史,6.9,10319,尼科莱·阿尔赛,2012,137.0,丹麦,丹麦语,剧情,爱情,艾丽西亚·维坎德,麦斯·米科尔森
黑海夺金,6.9,7149,凯文·麦克唐纳,2014,114.0,英国,英语,惊悚,冒险,裘德·洛,朱迪·惠特克
莫比乌斯,5.9,14532,金基德,2013,89.0,韩国,无对白,剧情,惊悚,赵宰贤,徐荣柱
漂亮朋友,5.9,12807,Declan Donnellan/Nick Ormerod,2012,102.0,英国,英语,剧情,剧情,罗伯特·帕丁森,乌玛·瑟曼
给19岁的我自己,5.1,1904,黄朝亮,2018,98.0,中国大陆,汉语普通话,剧情,爱情,林柏宏,石安妮
白幽灵传奇之绝命逃亡,4.2,10833,尼克·鲍威尔,2014,100.0,中国大陆,英语,动作,古装,海登·克里斯滕森,尼古拉斯·凯奇
抢红,3.1,5808,黎明,2017,90.0,中国大陆,汉语普通话,动作,犯罪,张涵予,黎明
伦敦一家人,8.7,17531,罗杰·梅因伍德,2016,94.0,英国,英语,剧情,动画,卢克·崔德威,吉姆·布劳德本特
林肯律师,7.8,32511,布拉德·福尔曼,2011,118.0,美国,英语,剧情,惊悚,马修·麦康纳,玛丽莎·托梅
红酒烩鸡,7.8,17529,蒂尔·施威格,2011,123.0,德国,德语,喜剧,家庭,蒂尔·施威格,爱玛·施威格
长寿商会,7.8,10158,姜帝圭,2015,111.0,韩国,韩语,喜剧,爱情,尹汝贞,朴根滢
锈与骨,7.6,20259,雅克·欧迪亚,2012,120.0,法国,法语,剧情,剧情,马提亚斯·修奈尔,玛丽昂·歌迪亚
被掩盖的时间,7.5,10263,严泰华,2016,130.0,韩国,韩语,剧情,爱情,姜栋元,申银秀
开心超人,7.5,2320,黄伟明,2013,90.0,中国大陆,汉语普通话,动画,冒险,邓玉婷,祖晴
沼泽地,7.3,8094,阿尔维托·罗德里格斯,2014,105.0,西班牙,西班牙语,剧情,悬疑,劳尔·阿雷瓦洛,哈维尔·古铁雷斯
李碧华鬼魅系列：迷离夜,6.7,14304,任达华/李志毅/陈果,2013,114.0,香港,粤语,恐怖,恐怖,任达华,元秋
特工争风,6.6,26804,约瑟夫·麦克金提·尼彻,2012,98.0,美国,英语,喜剧,动作,瑞茜·威瑟斯彭,克里斯·派恩
26种死法,6.5,15374,班庄·比辛达拿刚/安吉拉·贝蒂斯/阿德里安·加西亚·波哥里亚诺/杰森·埃森纳/埃内斯托·迪亚兹·埃斯皮诺萨/布鲁诺·福扎尼/加蒂·哈雷尔/托马斯·卡佩伦·莫林/西村喜广/西蒙·鲁梅莱/马希尔·萨门多/斯尔詹·斯帕索耶维奇/安德鲁·陶克吉 /那奇欧·维加隆多/杰克·维斯特/缇·威斯特/本杰明·泰勒/亚当·温加德/井口升/乔恩·施奈普/山口雄大,2012,129.0,美国,英语,恐怖,恐怖,英格丽德·波尔索·贝达尔,艾瑞克·奥德
分手再说我爱你,6.5,11564,叶念琛,2015,108.0,中国大陆,粤语,喜剧,爱情,方力申,邓丽欣
死亡录像4：启示录,5.5,5263,豪梅·巴拉格罗,2014,95.0,西班牙,西班牙语,剧情,惊悚,曼努埃拉·贝拉斯科,哈维尔·博泰特
恋爱恐慌症,5.4,24048,龙毅,2011,91.0,中国大陆,汉语普通话,喜剧,爱情,林依晨,陈柏霖
少女地球守护者,4.8,1040,乔纳森·赫尔伯特,2019,96.0,美国,英语,科幻,科幻,玛格丽特·库里,安东尼·麦凯
黄阿丽：小眼镜蛇,8.7,7806,杰伊·卡拉斯,2016,60.0,美国,英语,喜剧,喜剧,黄阿丽,黄阿丽
