name,rate,rating_people,director,year,movietime,comment,review,main_country,main_language,main_genre,second_genre,main_actor,second_actor
七小福,7.5,2259,罗启锐,1988,108,366,11,香港,粤语,剧情,动作,洪金宝,郑佩佩
蒲田进行曲,8.0,2383,深作欣二,1982,109,611,11,日本,日语,喜剧,爱情,风间杜夫,松坂庆子
第七大陆,8.1,2157,迈克尔·哈内克,1989,104,711,30,奥地利,德语,剧情,剧情,BirgitDoll,迪特尔·贝尔讷
猛鬼佛跳墙,6.6,2154,于仁泰 (Ronny Yu),1988,82,459,5,香港,粤语,喜剧,恐怖,董骠,李丽珍
我美丽的洗衣店,7.2,2464,斯蒂芬·弗雷斯,1985,97,766,10,英国,英语,剧情,喜剧,丹尼尔·戴-刘易斯,萨伊德·杰弗瑞
超级少女,6.4,2476,吉诺特·兹瓦克,1984,124,266,4,英国,英语,动作,科幻,费·唐纳薇,海伦·斯雷特
养鬼吃人2,7.3,2630,Tony Randel,1988,97,505,7,英国,英语,剧情,惊悚,ClareHiggins,AshleyLaurence
坏品位,7.2,2257,彼得·杰克逊,1987,91,605,5,新西兰,英语,喜剧,动作,TerryPotter,PeteO'Herne
魔胎,6.3,2330,刘鸿泉,1983,86,740,9,香港,粤语,恐怖,恐怖,吕秀菱,艾迪
最后的贵族,7.4,2721,谢晋,1989,112,390,15,中国大陆,英语,剧情,历史,潘虹,濮存昕
活死人归来,7.1,2358,丹·欧班农,1985,91,527,6,美国,英语,喜剧,恐怖,克鲁·古拉格,詹姆斯·凯伦
难兄难弟,7.8,2138,弗朗西斯·韦贝尔,1986,95,359,9,法国,法语,喜剧,犯罪,皮埃尔·里夏尔,热拉尔·德帕迪约
王立宇宙军：欧尼亚米斯之翼,8.5,2467,山贺博之,1987,121,683,12,日本,日语,剧情,科幻,安西正弘,饭塚昭三
无休无止,8.0,2242,克日什托夫·基耶斯洛夫斯基,1985,109,308,13,波兰,波兰语,剧情,剧情,格拉齐娜·扎波罗夫斯卡,玛利亚·帕库尔尼斯
福禄双霸天,8.3,2153,约翰·兰迪斯,1980,133,650,13,美国,英语,喜剧,动作,约翰·贝鲁西,丹·艾克罗伊德
歌剧魅影,8.4,1858,德怀特·H·里特,1989,93,237,17,美国,英语,剧情,恐怖,吉儿·修伦JillSchoelen,罗伯特·英格兰德
时来运转,6.7,2270,刘家荣,1985,95,200,2,香港,粤语,动作,喜剧,元彪,曾志伟
草迷宫,8.2,1990,寺山修司,1979,41,538,7,日本,日语,爱情,奇幻,三上博史,若松武
情到深处,7.6,2244,卡梅伦·克罗,1989,100,706,18,美国,英语,剧情,喜剧,约翰·库萨克,艾农·斯凯
假如我是真的,8.3,2273,王童,1981,99,738,14,台湾,汉语普通话,剧情,剧情,谭咏麟,胡冠珍
与安德烈晚餐,8.3,2391,路易·马勒,1981,110,565,18,美国,英语,剧情,喜剧,华莱士·肖恩,安德烈·格雷戈里
三岛由纪夫传,7.4,1948,保罗·施拉德,1985,121,578,15,美国,日语,剧情,传记,绪形拳,坂东八十助
最后胜利,7.3,1993,谭家明,1987,98,544,16,香港,粤语,剧情,爱情,曾志伟,李丽珍
寂静的地球,6.8,2158,杰夫·墨菲,1985,91,590,20,新西兰,英语,剧情,科幻,布鲁诺·劳伦斯,艾莉森·劳特利奇
女人韵事,8.1,2074,克洛德·夏布洛尔,1988,108,646,17,法国,法语,剧情,剧情,伊莎贝尔·于佩尔,弗朗索瓦·克鲁塞
哆啦A梦：大雄的宇宙小战争,8.3,2089,芝山努,1985,98,186,5,日本,日语,科幻,动画,大山信代,小原乃梨子
第一类型危险,7.8,2062,徐克,1980,95,602,12,香港,粤语,动作,惊悚,罗烈,林珍奇
鳄鱼邓迪,7.2,2095,Peter Faiman,1986,93,284,14,澳大利亚,英语,喜剧,冒险,保罗·霍根,琳达·科斯罗斯基
情陷夜巴黎,6.9,1950,安德烈·泰希内,1985,82,503,18,法国,法语,剧情,爱情,朱丽叶·比诺什,朗贝尔·维尔森
铁甲无敌玛利亚,6.1,2026,钟志文,1988,96,293,4,香港,粤语,科幻,科幻,梁朝伟,叶倩文
侯爵,7.5,1793,Henri Xhonneux,1989,83,440,9,比利时,法语,喜剧,动画,FrançoisMarthouret,ValérieKling
不伦之恋,7.3,1929,贝特朗·布里叶,1981,123,529,13,法国,法语,剧情,剧情,帕特里克·迪瓦尔,阿里尔·贝西
猫头鹰,7.8,2095,姜大卫,1981,89,778,13,香港,粤语,喜剧,动作,姜大卫,曾志伟
大桥下面,7.8,1988,白沉,1984,110,565,16,中国大陆,汉语普通话,爱情,爱情,龚雪,张铁林
飞行员的妻子,8.1,1980,埃里克·侯麦,1981,108,639,9,法国,法语,剧情,喜剧,菲利普·玛劳德,Anne-LaureMeury
吸血鬼猎人D,8.3,1900,芦田丰雄,1985,82,300,2,日本,日语,动画,恐怖,天野喜孝,富泽美智江
你还记得多莉·贝尔吗？,8.1,1840,埃米尔·库斯图里卡,1981,107,446,22,南斯拉夫,塞尔维亚-克罗埃西亚语,剧情,喜剧,斯拉夫科·斯提马科,SlobodanAligrudic
小生怕怕,6.7,1812,刘家荣,1982,93,271,7,香港,粤语,喜剧,恐怖,郑文雅,谭咏麟
当风吹起的时候,8.4,1894,吉米·村上,1986,84,474,10,英国,英语,剧情,动画,佩吉·阿什克罗福特,约翰·米尔斯
天堂孤影,8.1,1960,阿基·考里斯马基,1986,76,626,7,芬兰,芬兰语,喜剧,爱情,马蒂·佩龙帕,卡蒂·奥廷宁
丑八怪,8.8,1825,罗兰·贝科夫,1984,127,446,29,苏联,俄语,剧情,剧情,KristinaOrbakayte,尤里·尼库林
疯狂的代价,7.4,1951,周晓文,1988,102,618,12,中国大陆,汉语普通话,剧情,剧情,常戎,李靖
凶猫,6.3,1932,余允抗,1987,91,441,7,香港,粤语,喜剧,恐怖,刘家良,王晶
孔雀公主,7.4,1680,苏菲/邢榕/朱今明,1982,114,379,11,中国大陆,汉语普通话,爱情,歌舞,唐国强,李秀明
熊猫的故事,9.0,1950,岛村达雄,1981,88,566,21,日本,日语,动画,动画,丁健华,刘广宁
最毒妇人心,7.7,1975,米洛斯·福尔曼,1989,137,598,10,法国,英语,剧情,爱情,科林·费尔斯,安妮特·贝宁
血洗鳄鱼仇,8.0,1871,拉克什·罗斯汉,1988,172,568,7,印度,印地语,剧情,动作,沙特鲁汉.辛哈,拉克什·罗斯汉
好小子,7.8,1858,张美君/朱延平,1986,110,289,3,台湾,汉语普通话,喜剧,喜剧,颜正国,左孝虎
伴我闯天涯,7.1,1752,林岭东,1989,98,315,4,香港,粤语,剧情,动作,周润发,钟楚红
花街时代,7.8,1886,陈安琪,1985,96,651,15,香港,粤语,剧情,剧情,夏文汐,黄秋生
终极天将,7.8,1879,特瑞·吉列姆,1988,126,484,10,英国,英语,剧情,喜剧,约翰·内威尔,艾瑞克·爱都
长假漫漫,7.6,1733,吉姆·贾木许,1980,75,568,7,美国,英语,剧情,剧情,理查德·伯斯,露丝·博尔顿
天国车站,8.4,1850,出目昌伸,1984,133,479,20,日本,日语,剧情,剧情,吉永小百合,西田敏行
红色警探,6.3,1867,沃尔特·希尔,1988,104,243,1,美国,英语,喜剧,动作,阿诺·施瓦辛格,詹姆斯·贝鲁什
求爱敢死队,6.2,1658,王晶,1988,91,289,4,香港,粤语,喜剧,爱情,张曼玉,曾志伟
杜十娘,7.2,1537,周予,1981,125,309,6,中国大陆,汉语普通话,剧情,爱情,潘虹,佟瑞敏
霹雳大喇叭,6.5,1798,陈欣健/刘观伟,1986,88,324,3,香港,粤语,喜剧,恐怖,洪金宝,张学友
八仙的传说,7.5,1722,赵焕章,1985,100,299,4,中国大陆,国语,剧情,奇幻,王夫棠,石维坚
不害臊的姑娘,7.7,1744,克洛德·米勒,1985,96,545,8,法国,法语,喜剧,爱情,夏洛特·甘斯布,克洛蒂尔德·博东
尼罗河女儿,7.1,1827,侯孝贤,1987,91,644,13,台湾,汉语普通话,剧情,剧情,杨林,杨帆
妖魔大闹唐人街,6.4,1886,约翰·卡朋特,1986,99,626,8,美国,英语,喜剧,动作,库尔特·拉塞尔,金·凯特罗尔
棒球英豪,8.9,1706,杉井仪三郎,1986,94,219,2,日本,日语,剧情,爱情,三ツ矢雄二,日高のり子
圆月映花都,7.9,1784,埃里克·侯麦,1984,100,576,14,法国,法语,剧情,爱情,帕斯卡·欧吉尔,切基·卡尤
小精灵,7.1,1792,乔·丹特,1984,106,415,1,美国,英语,喜剧,恐怖,霍伊特·阿克斯顿,JohnLouie
欢乐叮当,6.4,2021,许冠文,1986,94,180,3,香港,粤语,喜剧,爱情,许冠文,钟楚红
斗牛士,7.6,1547,佩德罗·阿莫多瓦,1986,110,285,8,西班牙,西班牙语,剧情,喜剧,阿松波塔·塞尔纳,安东尼奥·班德拉斯
偶然,7.5,1741,楚原,1986,86,416,13,香港,粤语,剧情,爱情,张国荣,叶童
野蛮人柯南,6.6,1727,约翰·米利厄斯,1982,129,281,7,美国,英语,动作,奇幻,阿诺·施瓦辛格,JamesEarlJones
家族游戏,7.8,1775,森田芳光,1983,107,675,11,日本,日语,剧情,喜剧,松田优作,伊丹十三
圣斗士星矢：邪神厄里斯,6.3,1737,森下孝三,1987,48,230,3,日本,日语,动画,奇幻,古谷徹,潘恵子
推销员之死,8.2,1625,沃尔克·施隆多夫,1985,136,444,19,美国,英语,剧情,剧情,达斯汀·霍夫曼,凯特·瑞德
警察学校3：初为人师,7.1,1678,杰里·帕里斯,1986,83,144,0,美国,英语,喜剧,犯罪,斯蒂夫·古根伯格,布巴·史密斯
天蚕变,6.6,1649,鲁俊谷,1983,89,382,9,香港,汉语普通话,动作,悬疑,徐少强,万梓良
温柔的怜悯,8.1,1868,布鲁斯·贝尔斯福德,1983,92,628,46,美国,英语,剧情,音乐,罗伯特·杜瓦尔,泰丝·哈珀
孔雀王子,6.5,1662,蓝乃才/元彪,1988,86,331,4,香港,粤语,动作,奇幻,元彪,三上博史
我这样过了一生,8.2,1835,张毅,1985,120,594,19,台湾,汉语普通话,剧情,家庭,杨惠姗,李立群
莫斯科保卫战,8.3,1654,尤里·奥泽洛夫,1985,358,263,15,苏联,俄语,剧情,战争,YakovTripolsky,米哈伊尔·乌里扬诺夫
湘女萧萧,7.9,1701,谢飞/乌兰,1986,110,447,17,中国大陆,汉语普通话,剧情,剧情,娜仁花,邓晓光
午夜惊情,7.4,1733,哈罗德·贝克尔,1989,112,383,11,美国,英语,剧情,惊悚,阿尔·帕西诺,艾伦·巴金
女大学生宿舍,7.6,1605,史蜀君,1983,85,497,21,中国大陆,汉语普通话,剧情,剧情,罗燕,徐娅
双肥临门,6.8,1651,姜大卫,1988,95,243,2,香港,粤语,喜剧,喜剧,沈殿霞,董骠
一半是火焰，一半是海水,6.8,1618,夏钢,1989,91,403,16,中国大陆,汉语普通话,剧情,爱情,罗刚,纪玲
空前绝后满天飞2：瞒天过海飞飞飞,7.0,1729,肯·芬克尔曼,1982,85,384,3,美国,英语,喜剧,爱情,朱丽·哈基提,罗伯特·海斯
台风俱乐部,8.1,1657,相米慎二,1985,115,569,11,日本,日语,剧情,爱情,三上佑一,红林茂
海市蜃楼,7.4,1649,徐小明,1987,94,336,15,香港,粤语,动作,冒险,于荣光,徐小明
夜深沉，爱难吟,7.5,1543,格斯·范·桑特,1986,78,400,12,美国,英语,剧情,同性,TimStreeter,DougCooeyate
咱们的牛百岁,7.4,1496,赵焕章,1983,95,247,4,中国大陆,汉语普通话,剧情,剧情,梁庆刚,王馥荔
名剑,7.6,1730,谭家明,1980,85,524,12,香港,粤语,动作,爱情,郑少秋,徐少强
开心乐园,7.5,1644,麦当杰,1985,86,364,5,香港,粤语,喜剧,喜剧,黄百鸣,杜丽莎
升空号,8.1,1697,阿基·考里斯马基,1988,73,520,8,芬兰,芬兰语,剧情,喜剧,图罗·帕亚拉,苏珊娜·哈维斯托
天赐良缘,6.8,1562,黎应就,1987,95,325,3,香港,粤语,喜剧,喜剧,张学友,张曼玉
王中王,7.9,1659,热拉尔·乌里,1982,100,269,4,法国,德语,喜剧,冒险,让-保罗·贝尔蒙多,玛丽-弗朗丝·皮西尔
开放的美国学府,6.8,1633,艾米·海克林,1982,90,421,3,美国,英语,剧情,喜剧,西恩·潘,詹妮弗·杰森·李
伸张正义,8.2,1764,诺曼·杰威森,1979,119,472,17,美国,英语,剧情,惊悚,阿尔·帕西诺,杰克·瓦尔登
小小得月楼,7.7,1543,卢萍,1983,90,280,3,中国大陆,苏州话,剧情,剧情,毛永明,陆辰生
春桃,7.7,1440,凌子风,1988,93,347,10,中国大陆,汉语普通话,剧情,剧情,刘晓庆,姜文
香蕉天堂,8.3,1699,王童,1989,116,541,11,台湾,汉语普通话,剧情,剧情,钮承泽,李昆
千年血后,6.8,1569,托尼·斯科特,1983,97,462,17,英国,英语,爱情,恐怖,凯瑟琳·德纳芙,大卫·鲍伊
警察与女兵,7.8,1559,让·吉罗/Tony Aboyantz,1982,100,175,3,法国,法语,喜剧,犯罪,路易·德·菲奈斯,米歇尔·加拉布吕
小猫的故事,8.6,1632,畑正宪,1986,90,492,10,日本,日语,剧情,冒险,小泉今日子,小泉今日子
神探朱古力,6.6,1564,陈欣健,1986,101,272,3,香港,粤语,喜剧,犯罪,许冠文,许冠英
隔墙花,7.2,1495,弗朗索瓦·特吕弗,1981,106,398,5,法国,法语,剧情,爱情,热拉尔·德帕迪约,芬妮·阿尔丹
比佛利山超级警探,6.8,1566,马丁·布莱斯特,1984,105,281,3,美国,英语,剧情,喜剧,艾迪·墨菲,祖德·莱茵霍尔德
美国狼人在伦敦,7.0,1570,约翰·兰迪斯,1981,97,388,4,美国,英语,爱情,恐怖,大卫·诺顿,珍妮·艾加特
情逢敌手,7.3,1612,袁和平,1985,92,360,6,香港,粤语,喜剧,爱情,甄子丹,袁和平
青蛙王子,6.5,1542,王晶,1984,92,386,3,香港,粤语,喜剧,爱情,钟镇涛,张曼玉
滑稽时代,7.6,1573,吴宇森,1980,94,381,3,香港,粤语,剧情,喜剧,李海生,麦嘉
八旗子弟,7.6,1598,李翰祥,1987,89,430,12,中国大陆,汉语普通话,剧情,历史,陈道明,王习三
追讨者,7.0,1771,亚力克斯·考克斯,1984,92,249,2,美国,英语,喜剧,动作,哈利·戴恩·斯坦通,EmilioEstevez
少年犯,6.6,1339,张良,1985,97,251,2,中国大陆,汉语普通话,剧情,剧情,朱曼芳,陆斌
红衣少女,7.9,1446,陆小雅,1985,100,395,20,中国大陆,汉语普通话,剧情,家庭,邹倚天,罗燕
霹雳舞,7.7,1444,Joel Silberg,1984,90,320,10,美国,英语,剧情,喜剧,LucindaDickey,AdolfoQuinones
纽约大逃亡,6.4,1582,约翰·卡朋特,1981,99,356,8,英国,英语,动作,科幻,库尔特·拉塞尔,李·范·克里夫
夜盗珍妃墓,7.2,1580,蔡元元,1989,169,471,12,中国大陆,普通话,恐怖,恐怖,雷恪生,贾瑞新
枫,7.5,1562,张一,1980,88,596,26,中国大陆,汉语普通话,剧情,爱情,徐枫,王尔利
山狗,6.5,1532,余允抗,1980,90,361,6,香港,粤语,惊悚,恐怖,郑则仕,王青
葬礼,8.3,1562,伊丹十三,1984,124,383,8,日本,日语,喜剧,喜剧,山崎努,宫本信子
龙珠剧场版：神龙传说,8.0,1544,西尾大介,1986,45,166,0,日本,日语,动作,动画,野泽雅子,鹤广美
郁达夫传奇,6.9,1384,方令正,1988,95,287,11,香港,粤语,剧情,剧情,周润发,霍达华
开心勿语,6.7,1498,曾志伟 (Eric Tsang (I)),1987,88,347,6,香港,粤语,喜剧,爱情,梅艳芳,曾志伟
豹人,6.6,1509,保罗·施拉德,1982,118,345,13,美国,英语,剧情,爱情,马尔科姆·麦克道威尔,娜塔莎·金斯基
银河铁道之夜,8.6,1530,杉井仪三郎,1985,113,480,9,日本,日语,剧情,动画,田中真弓,坂本千夏
义胆红唇,6.6,1411,孙仲,1988,92,219,3,香港,粤语,动作,动作,周润发,狄龙
男与女,7.2,1539,蔡继光,1983,92,467,13,香港,汉语普通话,剧情,爱情,万梓良,钟楚红
粉红色杀人夜,7.1,1620,布莱恩·德·帕尔玛,1984,114,492,10,美国,英语,剧情,悬疑,梅兰尼·格里菲斯,格雷格·亨利
返老还童,6.4,1376,曾志伟,1989,94,181,2,香港,粤语,喜剧,喜剧,陈雅伦,曾志伟
五女拜寿,8.9,1487,陆建华/于中效,1984,114,359,10,中国大陆,汉语普通话,戏曲,戏曲,董柯娣,徐爱武
不设限通缉,8.6,1582,西德尼·吕美特,1988,116,493,11,美国,英语,剧情,音乐,克里斯汀·拉蒂,瑞凡·菲尼克斯
皇家师姐,6.5,1357,元奎,1985,93,241,4,香港,粤语,动作,动作,杨紫琼,罗芙洛
神气活现,7.7,1532,麦可戈特利布 (Michael Gottlieb),1987,90,429,7,美国,英语,喜剧,爱情,安德鲁·麦卡锡,金·凯特罗尔
吵闹鬼,6.9,1504,托比·霍珀,1982,114,343,13,美国,英语,恐怖,奇幻,格雷格·T·尼尔森,乔贝兹·威廉姆斯
大白鲨3,5.8,1426,乔·阿尔夫斯,1983,99,165,0,美国,英语,惊悚,惊悚,丹尼斯·奎德,贝丝·阿姆斯特朗
魔茧,7.0,1427,朗·霍华德,1985,117,263,5,美国,英语,喜剧,爱情,唐·阿米契,威尔福德·布利姆雷
马克斯我的爱,6.9,1363,大岛渚,1986,92,342,10,法国,法语,喜剧,喜剧,夏洛特·兰普林,安东尼·希金斯
妙探寻凶,7.4,1575,乔纳森·林恩,1985,94,490,3,美国,英语,喜剧,悬疑,蒂姆·克里,艾琳·布伦南
南方,8.2,1449,维克多·艾里斯,1983,95,442,9,西班牙,西班牙语,剧情,爱情,奥梅罗·安东努蒂,SonsolesAranguren
神秘的大佛,6.6,1372,张华勋,1980,100,287,5,中国大陆,国语,剧情,动作,刘晓庆,葛存壮
审问,8.5,1397,赖斯扎德·布加斯基,1989,118,371,18,波兰,波兰语,剧情,惊悚,克里斯提娜·杨达,亚当·费仁希
我的美国舅舅,8.2,1439,阿伦·雷乃,1980,125,438,15,法国,法语,剧情,喜剧,热拉尔·德帕迪约,妮可·加西亚
银蛇谋杀案,6.6,1435,李少红,1988,88,498,7,中国大陆,汉语普通话,惊悚,惊悚,贾宏声,张京生
金装大酒店,6.4,1452,刘镇伟,1988,88,323,4,香港,粤语,喜剧,喜剧,郑则仕,吴耀汉
佩姬苏要出嫁,6.0,1531,弗朗西斯·福特·科波拉,1986,103,478,16,美国,英语,剧情,喜剧,凯瑟琳·特纳,尼古拉斯·凯奇
胡越的故事,7.1,1368,许鞍华,1981,90,360,8,香港,粤语,剧情,犯罪,周润发,缪骞人
阴阳错,7.4,1473,林岭东,1983,98,386,8,香港,粤语,剧情,爱情,谭咏麟,倪淑君
女人心,6.9,1359,关锦鹏,1985,91,389,12,香港,粤语,剧情,剧情,周润发,缪骞人
屋顶上的男孩,8.1,1263,尼克·卡斯特尔,1986,114,350,14,美国,英语,家庭,奇幻,露西·狄更斯,杰伊·安德伍德
天使之心,7.1,1464,艾伦·帕克,1987,113,349,5,美国,英语,悬疑,惊悚,罗伯特·德尼罗,米基·洛克
小男人周记,6.6,1283,陈嘉上,1989,93,272,3,香港,粤语,喜剧,爱情,郑丹瑞,郑裕玲
女煞葛洛莉,7.6,1508,约翰·卡萨维蒂,1980,123,462,9,美国,英语,剧情,惊悚,朱莉·卡门,吉娜·罗兰兹
靓妹仔,7.0,1739,黎大炜,1982,96,114,3,香港,粤语,剧情,剧情,林碧琪,温碧霞
谁是鬼?,6.4,1447,蓝乃才,1986,86,349,4,香港,粤语,喜剧,恐怖,王晶,王祖贤
小小小警察,6.8,1410,曾志伟,1989,90,295,9,香港,粤语,剧情,喜剧,曾志伟,刘德华
摩登仙履奇缘,6.2,1320,王晶,1985,88,269,6,香港,汉语普通话,喜剧,爱情,张曼玉,陈百祥
笔中情,8.5,1519,颜碧丽,1982,96,544,12,中国大陆,普通话,剧情,动作,迟重瑞,王伯昭
时光大盗,6.8,1392,特瑞·吉列姆,1981,116,325,5,英国,英语,喜剧,科幻,约翰·克立斯,肖恩·康纳利
忏悔,8.2,1692,钦吉兹·阿布拉泽,1984,153,110,8,苏联,格鲁吉亚语,剧情,剧情,阿福坦迪尔·马哈拉泽,YaNinidze
警察学校4：全民警察,7.0,1368,Jim Drake,1987,88,115,0,美国,英语,喜剧,动作,斯蒂夫·古根伯格,布巴·史密斯
捉鬼大师,6.3,1384,萧荣/罗文,1989,93,239,2,香港,粤语,喜剧,恐怖,郑则仕,张学友
百变神偷,7.5,1374,梁治强,1989,97,254,4,中国大陆,汉语普通话,喜剧,喜剧,淳于珊珊,周里京
苍白骑士,7.3,1445,克林特·伊斯特伍德,1985,115,303,5,美国,英语,动作,西部,克林特·伊斯特伍德,迈克尔·莫里亚蒂
八喜临门,7.1,1341,冯世雄,1986,89,300,2,香港,粤语,剧情,喜剧,吴耀汉,冯宝宝
费城实验,7.0,1415,斯图尔特·拉菲尔,1984,102,296,4,美国,英语,剧情,爱情,迈克尔·帕尔,南茜·艾伦
飞越巅峰,7.6,1452,米纳罕·戈兰,1987,93,301,11,美国,英语,剧情,动作,西尔维斯特·史泰龙,罗伯特·劳吉亚
吝啬鬼,8.3,1384,路易·德·菲奈斯/让·吉罗,1980,125,253,1,法国,法语,喜剧,喜剧,LouisdeFunès,FrankDavid
迷幻牛郎,7.1,1232,格斯·范·桑特,1989,102,289,2,美国,英语,剧情,犯罪,马特·狄龙,凯莉·林奇
九日女王,7.8,1329,特雷弗·纳恩,1986,136,359,12,英国,英语,剧情,传记,海伦娜·伯翰·卡特,加利·艾尔维斯
邮差总按两次铃,7.0,1353,鲍勃·拉菲尔森,1981,122,278,11,美国,英语,剧情,爱情,杰克·尼科尔森,杰西卡·兰格
上班女郎,7.1,1371,迈克·尼科尔斯,1988,113,379,10,美国,英语,剧情,喜剧,哈里森·福特,西格妮·韦弗
鬼龙院花子的一生,7.7,1377,五社英雄,1982,146,405,12,日本,日语,剧情,剧情,仲代达矢,岩下志麻
欲望之翼,6.2,1148,丁度·巴拉斯,1983,116,232,3,意大利,意大利语,剧情,情色,弗兰克·芬莱,斯特法尼娅·桑德雷利
龙之家族,6.4,1197,刘家荣,1988,91,140,3,香港,粤语,动作,犯罪,谭咏麟,刘德华
难兄难弟,7.1,1251,麦嘉,1982,92,199,4,香港,粤语,喜剧,喜剧,石天,吴耀汉
大上海1937,7.3,1361,张彻,1986,90,311,12,香港,粤语,剧情,动作,徐小健,董志华
小狐仙,7.3,1335,陈勋奇,1985,99,306,5,香港,粤语,剧情,喜剧,陈勋奇,倪淑君
心灵的冒险,7.9,1390,约翰·霍克,1987,90,472,16,英国,英语,剧情,爱情,黛安娜·里格,爱德华·福克斯
古都,7.7,1332,市川昆,1980,125,351,15,日本,日语,剧情,剧情,山口百惠,三浦友和
全家福,7.7,1337,石天,1984,97,274,4,香港,粤语,剧情,喜剧,小彬彬,许冠杰
坠入情网,7.7,1382,乌鲁·格罗斯巴德,1984,106,409,18,美国,英语,剧情,爱情,罗伯特·德尼罗,梅丽尔·斯特里普
十三号星期五2,6.0,1292,史蒂夫·迈纳,1981,87,228,2,美国,英语,惊悚,恐怖,AmySteel,JohnFurey
丹尼玫瑰,7.6,1317,伍迪·艾伦,1984,84,383,10,美国,英语,喜剧,喜剧,米亚·法罗,伍迪·艾伦
逃离索比堡,8.6,1383,杰克·高德,1987,143,321,11,英国,英语,剧情,惊悚,艾伦·阿金,乔安娜·帕库拉
提防小手,6.8,1257,洪金宝,1982,100,198,4,香港,粤语,犯罪,犯罪,洪金宝,陈勋奇
巴格达咖啡馆,8.2,1288,Percy Adlon,1987,95,374,13,西德,英语,剧情,喜剧,杰克·帕兰斯,马丽安·萨格布雷特
落水姻缘,7.8,1389,盖瑞·马歇尔,1987,123,387,7,美国,英语,喜剧,爱情,歌蒂·韩,库尔特·拉塞尔
梦幻之地,7.6,1420,菲尔·奥尔登·罗宾森,1989,107,361,16,美国,英语,剧情,家庭,凯文·科斯特纳,埃米·马迪根
铁板烧,6.6,1397,许冠文,1984,89,296,4,香港,粤语,喜剧,喜剧,许冠文,叶倩文
应召女郎1988,7.0,1310,林德禄,1988,94,372,7,香港,粤语,剧情,剧情,张曼玉,冯宝宝
爱的激流,8.2,1308,约翰·卡萨维蒂,1984,141,433,8,美国,英语,剧情,喜剧,约翰·卡萨维蒂,吉娜·罗兰兹
爱杀,7.0,1180,谭家明,1981,89,382,8,香港,粤语,剧情,爱情,林青霞,张国柱
魔,6.4,1380,桂治洪,1983,105,407,2,香港,粤语,剧情,恐怖,高飞,王龙威
夜叉,8.0,1263,降旗康男,1985,127,317,11,日本,日语,剧情,爱情,高仓健,田中裕子
双龙出海,6.7,1266,陈欣健,1984,89,168,2,香港,粤语,喜剧,动作,吴耀汉,叶德娴
惊狂记,6.8,1299,罗曼·波兰斯基,1988,120,359,6,美国,英语,悬疑,惊悚,哈里森·福特,艾玛纽尔·塞尼耶
闪电舞,7.7,1328,阿德里安·莱恩,1983,95,440,12,美国,英语,剧情,爱情,詹妮弗·比尔斯,迈克尔·诺里
波希米亚丑闻,8.9,1332,Paul Annett,1984,50,238,2,英国,英语,剧情,悬疑,JeremyBrett,DavidBurke
特警屠龙,6.3,1309,袁和平,1988,92,269,3,香港,粤语,动作,动作,甄子丹,张学友
一个Z和两个O,7.7,1208,彼得·格林纳威,1985,115,307,9,英国,英语,剧情,剧情,安德烈亚·费雷奥尔,布赖恩·迪肯
无敌鸳鸯腿,6.8,1212,李文化,1989,92,232,8,中国大陆,汉语普通话,动作,动作,王群,李光
陌生男子,7.3,1551,戴维·黑尔,1985,102,112,3,英国,英语,剧情,悬疑,瓦妮莎·雷德格瑞夫,伊安·霍姆
警察学校5：迈阿密之旅,7.0,1246,Alan Myerson,1988,90,107,0,美国,英语,喜剧,犯罪,BubbaSmith,DavidGraf
我为什么命该如此？,7.5,1179,佩德罗·阿莫多瓦,1984,101,265,7,西班牙,德语,剧情,喜剧,卡门·毛拉,LuisHostalot
女人城,7.6,1186,费德里科·费里尼,1980,139,321,10,意大利,意大利语,剧情,喜剧,马塞洛·马斯楚安尼,安娜·普鲁克瑙
南北妈打,6.7,1215,梁家树,1988,91,190,5,香港,粤语,喜剧,喜剧,董骠,沈殿霞
惊魂记2,7.7,1502,理查德·富兰克林,1983,113,331,9,美国,英语,悬疑,惊悚,安东尼·博金斯,维拉·迈尔斯
今夜星光灿烂,6.7,1272,许鞍华,1988,94,408,7,香港,粤语,剧情,爱情,林子祥,林青霞
烈血大风暴,8.0,1336,艾伦·帕克,1988,128,368,10,美国,英语,剧情,悬疑,吉恩·哈克曼,威廉·达福
德黑兰43年,8.6,1287,亚历山大·阿洛夫/弗拉基米尔·纳乌莫夫,1981,150,270,20,苏联,俄语,剧情,爱情,纳塔利娅·别洛赫沃斯季科娃,库尔德·于尔根斯
神奇独角马,8.7,1101,平田敏夫/手冢治虫,1981,90,192,3,日本,日语,动画,奇幻,三轮胜惠,杉山佳寿子
三十年细说从头,7.3,1257,李翰祥,1982,92,326,7,香港,汉语普通话,剧情,喜剧,刘永,戴良纯
阴阳魔界,7.0,1306,乔治·米勒/乔·丹特/约翰·兰迪斯/史蒂文·斯皮尔伯格,1983,101,320,10,美国,英语,科幻,恐怖,丹·艾克罗伊德,艾伯特·布鲁克斯
乖仔也疯狂,6.7,1313,保罗·布里克曼,1983,98,345,3,美国,英语,剧情,喜剧,汤姆·克鲁斯,丽贝卡·德莫尼RebeccaDeMornay
银色星球,7.7,1118,安德烈·祖拉斯基,1988,166,400,13,波兰,波兰语,科幻,冒险,安德烈·瑟韦林,杰吉·特雷拉
说谎的女人,7.1,1488,区丁平,1989,96,229,2,香港,粤语,剧情,剧情,刘嘉玲,吴启华
