name,rate,rating_people,director,year,movietime,comment,review,main_country,main_language,main_genre,second_genre,main_actor,second_actor
双狙人2,6.6,1993,克雷格 R. 巴克斯利 (Craig R. Baxley),2002,91,193,5,美国,英语,动作,动作,汤贝宁加,艾丽卡·莫露珊
张思德,6.5,1990,尹力,2004,116,383,11,中国大陆,普通话,剧情,剧情,吴军,唐国强
布拉格狂想曲,8.3,1963,托马斯·沃瑞,2005,90,558,15,捷克,捷克语,喜剧,喜剧,波莱克·波利夫卡,伊娃·赫鲁波娃
我要当警察,5.8,2201,乔迪·希尔,2009,86,382,18,美国,英语,剧情,喜剧,塞斯·罗根,安娜·法瑞丝
寻找幸福的起点,8.4,2062,安德列·克拉夫丘克,2005,90,428,32,俄罗斯,俄语,剧情,家庭,KolyaSpiridonov,YuriItskov
随爱沉沦,6.8,2061,佩顿·里德,2003,101,558,10,美国,英语,喜剧,爱情,蕾妮·齐薇格,伊万·麦克格雷格
我的秘密城堡,7.4,2008,蒂姆·费威尔,2003,113,455,26,英国,英语,剧情,爱情,萝玛拉·嘉瑞,比尔·奈伊
耶稣基督万世巨星,8.6,2194,Gale Edwards/Nick Morris,2000,107,647,19,英国,英语,剧情,音乐,RikMayall,JeromePradon
地狱醒龙,6.9,2103,林岭东,2003,98,410,8,美国,英语,剧情,动作,尚格·云顿,尚格·云顿
伟大的巴克·霍华德,6.8,2053,Sean McGinly,2008,90,427,27,美国,英语,剧情,喜剧,约翰·马尔科维奇,科林·汉克斯
机票情缘,6.4,2089,唐·罗斯,2000,106,539,6,美国,英语,剧情,爱情,本·阿弗莱克,格温妮斯·帕特洛
古畑任三郎,9.1,2265,松田秀知,2006,100,399,6,日本,日语,悬疑,犯罪,田村正和,西村雅彦
极道鲜师SP：鬼马校园毕业礼,7.2,1979,佐藤东弥,2003,95,212,1,日本,日语,剧情,剧情,仲间由纪惠,松本润
阿道夫,7.6,1932,伯努瓦·雅克,2002,102,610,35,法国,法语,剧情,剧情,伊莎贝尔·阿佳妮,斯坦尼斯拉斯·莫哈
不公平,6.7,2080,小林义则,2007,112,340,12,日本,日语,剧情,动作,筱原凉子,江口洋介
逃离魔窟,6.6,2061,山口洋辉,2004,96,620,5,日本,日语,科幻,恐怖,藤崎露琪诺,YoshiichiKawada
回归者,6.4,1963,山崎贵,2002,116,296,5,日本,日语,动作,科幻,金城武,铃木杏
鲍比,7.4,2079,艾米利奥·艾斯特维兹,2006,117,380,25,美国,英语,剧情,历史,安东尼·霍普金斯,哈里·贝拉方特
哈姆雷特,8.5,2128,Gregory Doran,2009,180,655,15,英国,英语,剧情,剧情,大卫·田纳特,帕特里克·斯图尔特
神奇女侠,6.9,2187,Lauren Montgomery,2009,74,465,6,美国,英语,动作,科幻,KeriRussell,NathanFillion
地狱骑士,6.1,2024,拉瑞·比肖普,2008,84,307,22,美国,英语,剧情,动作,丹尼斯·霍珀,迈克尔·马德森
不确定,6.1,1996,斯科特·迈克吉/大卫·西格尔,2009,101,552,15,美国,英语,剧情,剧情,约瑟夫·高登-莱维特,琳恩·柯林斯
另一部同志电影,6.0,1967,达里尔·斯蒂芬斯,2006,92,357,11,美国,英语,喜剧,同性,MichaelCarbonaro,约翰·布莱奇曼
昭和歌谣大全集,8.0,2009,篠原哲雄,2003,112,657,23,日本,日语,剧情,恐怖,松田龙平,安藤政信
我是大卫,8.3,2046,保罗·费格,2003,90,495,35,美国,英语,剧情,剧情,本·蒂伯,吉姆·卡维泽
剧场前,7.5,1988,洪尚秀,2005,89,599,16,韩国,韩语,剧情,爱情,李己雨,金相庆
有只僵尸暗恋你,4.7,2048,王晶/钱江汉,2008,99,310,11,香港,粤语,剧情,喜剧,何卓莹,张嘉伦
圣皮埃尔的寡妇,7.4,1844,帕特里斯·勒孔特,2000,112,355,25,法国,法语,剧情,爱情,朱丽叶·比诺什,丹尼尔·奥特伊
公主追杀令,7.6,1971,安德斯·摩根泰勒,2006,90,418,30,德国,丹麦语,剧情,动作,托尔·林德哈特,StineFischerChristensen
东京变奏曲,7.5,1734,石川宽,2002,127,393,14,日本,日语,剧情,剧情,本上真奈美,井川遥
大奥华之乱,7.6,1993,林彻,2005,118,235,5,日本,日语,古装,古装,内山理名,谷原章介
混合宿舍2,5.7,1844,David Hillenbrand/Scott Hillenbrand,2006,100,164,3,美国,英语,喜剧,喜剧,加贝尔·卡尔,PatrickCasey
离开我，记得我,6.9,1871,Michael D. Akers,2003,90,412,16,美国,英语,剧情,同性,AaronOrr,MatthewMontgomery
图书馆员：寻找命运之矛的探险,6.1,2024,Peter Winther,2004,92,331,8,美国,英语,动作,奇幻,诺亚·怀尔,索尼亚·瓦格尔
少年特工科迪,6.2,2015,哈罗德·兹瓦特,2003,102,261,0,加拿大,英语,喜剧,动作,希拉里·达芙,弗朗基·穆尼兹
图书馆员：圣杯的诅咒,6.2,2041,乔纳森·弗雷克斯,2008,90,280,11,美国,英语,动作,奇幻,布鲁斯·戴维森,斯坦娜·卡蒂克
二弟,7.2,1877,王小帅,2003,120,359,27,香港,汉语普通话,剧情,剧情,段奕宏,舒砚
寄生人,5.3,1823,何平,2007,114,270,20,中国大陆,粤语,惊悚,惊悚,张家辉,黄秋生
跨跃彩虹,8.3,2048,安振宇,2002,109,503,29,韩国,韩语,剧情,爱情,李政宰,张真英
真相,6.7,1879,金基德,2000,84,349,15,韩国,韩语,剧情,犯罪,朱镇模,沈利煐
宠物小精灵：护林员与沧海之王子玛娜霏,7.5,2039,汤山邦彦,2006,108,199,0,日本,日语,动画,动画,松本梨香,大谷育江
九个皇后,7.5,1926,法比安·别林斯基,2000,114,434,15,阿根廷,西班牙语,喜剧,犯罪,加斯顿·保尔斯,里卡多·达林
无影无踪,7.9,2013,埃里克·普派,2008,115,509,15,挪威,挪威语,剧情,音乐,PålSverreValheimHagen,崔娜·蒂虹
冷静与热情之间,7.1,1969,中江功,2001,125,421,26,日本,日语,爱情,爱情,陈慧琳,竹野内丰
包法利夫人,7.5,1828,Tim Fywell,2000,152,449,33,英国,英语,剧情,剧情,弗兰西丝·奥康纳,休·博纳维尔
怪女孩出列,7.1,2047,Tom McLoughlin,2005,84,398,35,美国,英语,剧情,剧情,阿丽夏·维加,丽亚·派普斯
同志音乐剧,7.6,2256,卡斯帕·安德瑞斯/Fred M. Caruso,2009,90,669,14,美国,英语,喜剧,同性,DanielRobinson,JoeyDudding
幽魂学怨,6.0,2114,Bunjong Sinthanamongkolkul,2009,110,433,11,泰国,泰语,恐怖,恐怖,AshirayaPeerapatkunchaya,PanwardHemmanee
狸御殿,5.7,1808,铃木清顺,2005,111,469,12,日本,日语,喜剧,爱情,章子怡,小田切让
寻找1967的女神,8.1,1836,罗卓瑶,2000,119,449,29,澳大利亚,英语,剧情,爱情,萝丝·拜恩,黑川力矢
12岁的少年,8.1,1994,迈克尔·科斯塔,2005,90,493,27,美国,英语,剧情,剧情,ConorDonovan,杰西·卡马乔
胡萝卜小姐,5.9,1942,李京美,2008,101,492,16,韩国,韩语,喜剧,喜剧,孔晓振,李钟赫
诱惑法则,6.2,1993,罗杰·阿夫瑞,2002,110,520,20,美国,英语,剧情,喜剧,詹姆斯·范德比克,伊恩·萨默海尔德
2009迷失的记忆,6.6,1938,李时明,2002,136,343,23,韩国,日语,剧情,动作,张东健,仲村亨
日日夜夜,5.8,1799,王超,2004,85,336,19,中国大陆,汉语普通话,剧情,剧情,刘磊,王澜
礼物,7.7,1904,吴基焕,2001,113,429,30,韩国,韩语,剧情,爱情,李政宰,李英爱
九尾狐家族,6.1,1908,李炯昆,2006,102,303,12,韩国,韩语,喜剧,歌舞,朱铉,朴俊奎
驯鹿游戏,6.5,2065,约翰·弗兰克海默,2000,104,437,7,美国,英语,剧情,动作,本·阿弗莱克,查理兹·塞隆
水中漫步,7.7,2042,伊藤·福克斯,2004,103,479,20,以色列,英语,剧情,悬疑,利奥尔·阿什肯纳齐,克努特·贝格尔
花之武者,6.7,1935,是枝裕和,2006,127,544,16,日本,日语,剧情,喜剧,冈田准一,宫泽理惠
怪钟疑案,7.7,2088,查理·帕尔默,2009,89,433,6,英国,英语,剧情,悬疑,大卫·苏切,汤姆·伯克
情狱,6.3,1932,Jörg Andreas,2004,96,551,8,德国,德语,剧情,爱情,马塞尔·施卢特,MikeSale
热血青年,6.5,2165,郑保瑞,2002,89,401,8,香港,粤语,恐怖,恐怖,周励淇,周英杰
泰山2,7.1,1720,Brian Smith,2005,72,118,4,美国,英语,动画,家庭,无,无
与安娜的四个夜晚,7.6,1844,杰兹·斯科利莫夫斯基,2008,87,523,26,波兰,波兰语,剧情,爱情,乌尔舒拉·巴尔托斯-格西科夫斯卡,马乌戈热塔·布奇科夫斯卡
紧急44分钟,7.1,2048,Yves Simoneau,2003,103,358,8,美国,英语,剧情,动作,MichaelMadsen,RonLivingston
狗神,6.8,1902,原田真人,2001,106,520,10,日本,日语,剧情,爱情,天海祐希,渡部笃郎
恋爱起义,7.0,1729,夏永康/谢霆锋/冯德伦/卓韵芝,2001,90,350,7,香港,粤语,剧情,爱情,唐诗咏,郑躬菁
堂吉诃德外传,5.9,1954,Jose Pozo,2007,90,313,11,西班牙,英语,动画,家庭,桑乔·格拉西亚,何塞·路易斯·希尔
宠物小精灵：决战时空之塔,7.8,2053,汤山邦彦,2007,90,263,2,日本,日语,科幻,动画,松本梨香,大谷育江
情人钥匙,7.2,1895,日向朝子,2006,45,450,19,日本,日语,爱情,爱情,广末凉子,玉山铁二
食人狂魔,7.4,2122,布朗尼·拉齐塞邦/尼亚达·苏达娜,2004,86,662,22,泰国,泰语,剧情,惊悚,段奕宏,察猜·本班尼
玛德莲堕落少女,7.9,1926,彼得·穆兰,2002,119,446,21,爱尔兰,英语,剧情,剧情,杰拉尔丁·麦克伊万,安-玛莉·杜芙
调情魔师,6.4,1801,保罗·梅达·贝哲斯,2005,92,367,19,美国,英语,剧情,爱情,艾西瓦娅·雷,迪伦·麦克德莫特
变种外星人,8.1,2315,比尔·普莱姆顿,2001,81,493,7,美国,英语,喜剧,科幻,AmyAllison,AnthonyArcidi
亚历克斯与艾玛,6.7,1925,罗伯·莱纳,2003,96,412,13,美国,英语,喜剧,爱情,卢克·威尔逊,凯特·哈德森
再生缘,7.7,2071,法拉·可汗,2007,162,583,23,印度,北印度语,剧情,喜剧,沙鲁克·汗,迪皮卡·帕度柯妮
结婚纪念日,6.4,1868,克莱尔·基尔纳,2005,90,372,20,美国,英语,喜剧,爱情,黛博拉·梅辛,德蒙特·莫罗尼
野兽,6.7,1812,金成洙,2006,124,225,21,韩国,韩语,动作,惊悚,权相宇,刘智泰
上学路上,8.1,1923,方刚亮,2004,100,437,34,中国大陆,汉语普通话,家庭,家庭,吴旭,艾丽娅
我恨情人节,5.5,1924,妮娅·瓦达拉斯,2009,98,455,12,美国,英语,喜剧,爱情,约翰·考伯特,妮娅·瓦达拉斯
我的19岁,6.5,1979,Yong-woo Jang,2009,102,616,22,日本,韩语,剧情,剧情,许伊在,崔胜铉
三人冷水澡,6.3,1722,安东尼·寇迪耶,2005,102,319,21,法国,英语,剧情,情色,约翰·利贝罗,莎乐梅·斯蒂文宁
遗传学歌剧,7.1,2063,达伦·林恩·鲍斯曼,2008,98,495,18,美国,英语,科幻,恐怖,阿丽夏·维加,保罗·索维诺
血腥星期天,8.1,2019,保罗·格林格拉斯,2002,107,536,12,爱尔兰,英语,剧情,历史,詹姆斯·内斯比特,GerardCrossan
遗失在火中的记忆,7.2,1928,苏珊娜·比尔,2007,118,362,31,美国,英语,剧情,剧情,哈莉·贝瑞,本尼西奥·德尔·托罗
怪谈,6.3,1859,中田秀夫,2007,115,367,19,日本,日语,剧情,爱情,尾上菊之助,黑木瞳
塑料树,6.4,1716,欧宜善,2003,103,364,32,韩国,韩语,剧情,爱情,赵银淑,金仁权
死不瞑目,5.3,1944,Jason Todd Ipson,2006,88,334,10,美国,英语,惊悚,恐怖,珂蕊英格力士,ScotDavis
黑帮大佬和平梦,8.1,2040,拉吉库马尔·希拉尼,2006,144,551,26,印度,北印度语,剧情,喜剧,桑杰·达特,阿尔沙德·瓦尔西
放松日,7.5,1757,Pat Holden,2009,105,425,20,英国,英语,剧情,剧情,斯蒂芬·格拉汉姆,NickyBell
尤伦卡,6.1,2022,Grigori Podzemelny/Valentin Spiridonov,2009,102,564,8,俄罗斯,俄语,剧情,惊悚,MaratBasharov,DaryaBalabanova
爱在春天来临,8.0,1939,小迈克尔·兰登,2003,88,505,26,美国,英语,剧情,爱情,凯瑟琳·海格尔,戴尔·米德基夫
宠物小精灵：去往超克的时空,7.5,2047,汤山邦彦,2009,97,254,3,日本,日语,剧情,动画,松本梨香,大谷育江
诱惑假期,7.4,1914,Achim von Borries,2004,89,589,30,德国,德语,剧情,爱情,丹尼尔·布鲁尔,奥古斯特·迪赫
第一千金,6.1,1808,福里斯特·惠特克,2004,106,268,7,美国,英语,剧情,喜剧,凯蒂·霍尔姆斯,马克·布鲁卡斯
林肯公园：德州现场,9.2,1978,Kimo Proudfoot,2003,68,223,1,美国,英语,音乐,音乐,ChesterBennington,RobBourdon
艺校的秘密,7.1,1698,泰利·茨威戈夫,2006,102,328,23,美国,英语,剧情,喜剧,麦克思·明格拉,索菲娅·迈尔斯
爱即所求,7.6,2107,Edzard Onneken,2009,92,573,10,德国,德语,剧情,喜剧,SaskiaVester,安德列斯·赫尔吉·施密德
征服,7.3,1912,马可·贝洛基奥,2009,128,469,22,意大利,意大利语,剧情,历史,乔凡娜·梅索兹殴诺,AntonioAlbanese
春风物语2：彩虹色的玻璃,6.0,1885,横井健司,2009,74,410,8,日本,日语,喜剧,剧情,浜尾京介,渡辺大輔
王牌罪犯,7.1,1923,萨杜斯·奥沙利文,2000,93,350,3,英国,英语,喜剧,犯罪,凯文·史派西,琳达·费奥伦蒂诺
影子杀人,6.4,1997,朴大民,2009,111,414,19,韩国,韩语,悬疑,惊悚,黄政民,柳德焕
伯纳德与桃瑞丝,7.3,1921,鲍勃·巴拉班,2006,103,414,22,美国,英语,剧情,喜剧,拉尔夫·费因斯,苏珊·萨兰登
深入敌后3：哥伦比亚,5.9,1888,提姆·麦锡森,2009,94,224,16,美国,英语,动作,惊悚,乔·曼根尼罗,KenAnderson
牛郎俱乐部,6.2,1841,西村了,2006,107,387,8,日本,日语,剧情,喜剧,小栗旬,松尾敏伸
1303大厦,5.4,1824,及川中,2007,94,270,13,日本,日语,恐怖,恐怖,中越典子,古田新太
开拓者,5.9,1934,马库斯·尼斯佩尔,2007,99,293,28,美国,英语,动作,惊悚,卡尔·厄本,拉塞尔·敏斯
放学后的屋顶,6.6,1751,李石勋,2006,103,322,6,韩国,韩语,喜剧,喜剧,奉太奎,金太贤
性事电影,5.8,2058,Adam Jay Epstein/Andrew Jacobson,2008,86,239,8,美国,英语,喜剧,喜剧,瑞恩·平克斯顿,迈克尔·塞拉
一声惊雷,5.6,1953,彼得·海姆斯,2005,110,378,26,德国,英语,动作,科幻,杰迈玛·卢珀,大卫·奥伊罗
交易,7.5,1878,马可·克罗伊茨派因特纳,2007,120,318,18,德国,英语,剧情,惊悚,凯文·克莱恩,凯撒·拉莫斯
星星少年,7.7,1772,河毛俊作,2005,113,399,14,日本,日语,剧情,家庭,柳樂優彌,常盤貴子
新万圣节,6.0,1906,罗布·赞比,2007,109,359,17,美国,英语,恐怖,恐怖,马尔科姆·麦克道威尔,布拉德·道里夫
十月奏鸣曲,7.4,1864,Somkiet Wituranich,2009,113,611,39,泰国,泰语,爱情,爱情,PitsanuNimsakul,拉查雯·万薇瑞亚
超人之死,6.5,1972,劳伦·蒙哥马利/布鲁斯·提姆,2007,75,341,10,美国,英语,剧情,动作,亚当·鲍德温,安·海切
黑色炸药,6.9,1976,Scott Sanders,2009,84,517,6,美国,英语,喜剧,动作,迈克尔·加·怀特,奥巴·巴巴图德
性的本质,7.3,1755,Ed Blum,2006,91,439,18,英国,英语,剧情,喜剧,霍莉·艾尔德,艾琳·阿特金斯
鬼镜,6.7,1858,金成浩,2003,113,381,6,韩国,韩语,悬疑,惊悚,刘智泰,金明民
富江,5.5,1637,光石富士朗,2000,95,315,3,日本,日语,恐怖,恐怖,宝生舞,洼冢洋介
染血将军的凯旋,7.8,2083,中村义洋,2009,123,632,15,日本,日语,剧情,喜剧,竹内结子,阿部宽
真爱无尽,7.4,1848,Jay Russell,2002,90,426,30,美国,英语,剧情,爱情,阿丽克西斯·布莱德尔,乔纳森·杰克逊
杀人房间,5.4,1995,Jonathan Liebesman,2009,93,460,12,美国,英语,剧情,惊悚,ChloëSevigny,CleaDuVall
越狱二人组,7.4,1915,朴正祐,2007,118,427,22,韩国,韩语,剧情,喜剧,金秀路,甘宇成
懂得又如何,7.2,1793,洪尚秀,2009,126,566,13,韩国,韩语,剧情,剧情,金太祐,严志媛
成长的烦恼：希瓦家归来,7.5,1749,乔安娜·科恩斯,2004,120,265,10,美国,英语,喜剧,家庭,艾伦·锡克,乔安娜·科恩斯
爱情达阵,6.6,1909,乔治·克鲁尼,2008,114,332,16,美国,英语,剧情,喜剧,乔治·克鲁尼,蕾妮·齐薇格
灰眼珠的男孩,7.4,1822,安德烈·泰希内,2003,95,386,14,法国,法语,剧情,爱情,艾曼纽·贝阿,加斯帕德·尤利尔
流入山谷,7.1,1909,David Jacobson,2005,108,490,26,美国,英语,剧情,爱情,爱德华·诺顿,埃文·蕾切尔·伍德
英雄郑成功,6.5,1932,吴子牛,2000,101,316,7,中国大陆,粤语,剧情,动作,赵文卓,蒋勤勤
爱情白面包,6.4,1712,罗杰承,2001,101,310,13,香港,粤语,喜剧,爱情,吴镇宇,李嘉欣
雷顿教授与永远的歌姬,7.5,1997,桥本昌和,2009,99,571,6,日本,日语,动画,悬疑,大泉洋,堀北真希
饥饿难耐,5.8,2009,Steven Hentges,2009,101,468,11,美国,英语,惊悚,恐怖,洛里·海瑞,林登·阿什比
罗曼史,6.4,1687,文胜煜,2006,106,331,26,韩国,韩语,爱情,爱情,赵宰贤,金智秀
日出前向青春告别,6.9,1608,行定勋,2004,110,338,13,日本,日语,剧情,爱情,妻夫木聪,田中丽奈
金刚归来,6.0,1764,Robert Vince,2006,81,263,5,加拿大,英语,家庭,冒险,巴瑞·波斯威克,JayBrazeau
属于我们的圣诞节,7.3,1794,阿诺·戴普勒尚,2008,150,468,20,法国,法语,剧情,喜剧,凯瑟琳·德纳芙,让-保罗·鲁西荣
宠物小精灵：七夜的许愿星,7.8,1988,Kunihiko Yuyama,2003,81,253,2,日本,日语,动作,科幻,松本梨香,大谷育江
东京僵尸,6.9,1763,佐藤佐吉,2005,103,373,16,日本,日语,喜剧,动作,浅野忠信,哀川翔
月光浪子,6.7,1615,深作健太,2005,106,389,14,日本,日语,剧情,剧情,洼冢洋介,黑木美沙
坡州,6.2,1811,朴燦玉,2009,110,475,21,韩国,韩语,剧情,剧情,李善均,徐雨
猫和老鼠:,7.4,1816,Bill Kopp,2005,75,296,3,美国,英语,喜剧,动画,杰夫·贝内特,CharlesAdler
小鹿斑比2,8.1,1771,Brian Pimental,2006,74,288,2,美国,英语,动画,家庭,PatrickStewart,AlexanderGould
火车上的男人,8.1,1804,帕特里斯·勒孔特,2002,90,355,27,法国,法语,剧情,惊悚,让·雷谢夫,JohnnyHallyday
小猫奇缘,6.7,1898,大森美香,2008,85,479,9,日本,日语,剧情,剧情,大杉漣,青山倫子
复仇之溪,5.2,1978,乔·舒马赫,2009,90,543,14,美国,英语,惊悚,恐怖,多米尼克·珀塞尔,亨利·卡维尔
果,5.3,1631,路云飞,2008,93,497,27,中国大陆,汉语普通话,剧情,音乐,魏静茹,李媛
巴黎浮世绘,7.8,1792,迈克尔·哈内克,2000,118,557,10,法国,马林凯语,剧情,剧情,朱丽叶·比诺什,蒂埃里·钮维
美丽的凯特,7.4,1827,蕾切尔·沃德,2009,100,459,23,澳大利亚,英语,剧情,悬疑,本·门德尔森,苏菲·洛
旅行的艺术,7.3,1814,Thomas Whelan,2008,101,444,31,美国,英语,冒险,冒险,克里斯托弗·马斯特森,布鲁克·伯恩斯
乔治·卡林：这对你不好,9.1,1933,Rocco Urbisci,2008,70,452,10,美国,英语,脱口秀,脱口秀,乔治·卡林,乔治·卡林
我们的故事,7.7,1863,罗伯·莱纳,1999,95,475,24,美国,英语,剧情,喜剧,米歇尔·菲佛,布鲁斯·威利斯
A片特攻队,6.5,1826,Michael Traeger,2005,96,357,23,美国,英语,喜剧,喜剧,杰夫·布里吉斯,蒂姆·布雷克·尼尔森
站稳了,7.1,1811,杰茜卡·班汀吉尔,2006,103,313,10,美国,英语,剧情,喜剧,杰夫·布里吉斯,梅西·帕瑞格兰
战场上的布谷鸟,8.3,1834,亚历山大·罗戈日金,2002,99,420,19,俄罗斯,萨米语,剧情,喜剧,Anni-KristiinaJuuso,威勒·哈派塞罗
罗密欧与朱丽叶,9.4,2082,Redha/Gilles Amado,2002,140,620,10,法国,法语,剧情,爱情,达米安·萨格,希西莉亚·卡拉
安魂曲,7.1,1610,汉斯-克里斯蒂安·施密德,2006,93,282,24,德国,德语,剧情,剧情,桑德拉·惠勒,布尔格哈特·克劳斯纳
