name,rate,rating_people,director,writer,actor,genre,place,language,year,movietime
哆啦A梦：伴我同行,7.9,185519,八木龙一/山崎贵,山崎贵,水田山葵/大原惠美/嘉数由美/木村昴/关智一/三石琴乃/松本保典/田原阿尔诺/竹内都子/荻野志保子/高木涉/松本幸/佐藤美由希/Lynn/妻夫木聪,剧情/动画,日本,日语,2014,95
名侦探柯南：零的执行人,5.8,71587,立川让,樱井武晴,高山南/山口胜平/山崎和佳奈/小山力也/绪方贤一/林原惠美/古谷彻/置鲇龙太郎,动画/悬疑,日本,日语,2018,110
春娇与志明,7.3,302558,彭浩翔,彭浩翔,杨千嬅/余文乐/杨幂/徐峥/陈逸宁/林兆霞/谷德昭/詹瑞文/司徒慧焯/黄晓明/郑伊健/王馨平/田蕊妮/邵音音/曾国祥/谷祖琳/方皓玟/阎汶宣/刘浩龙/周子扬/黄素欢/王太利/彭浩翔/郝蕾/尹志文/魏雨琦,剧情/喜剧/爱情,香港/中国大陆,粤语/汉语普通话,2012,111
沉睡魔咒,7.0,143377,罗伯特·斯特罗姆伯格,保罗·迪尼,安吉丽娜·朱莉/艾丽·范宁/沙尔托·科普雷/莱丝利·曼维尔/艾美达·斯丹顿/朱诺·坦普尔/萨姆·赖利/布伦顿·思韦茨/肯尼思·库兰汉姆/莎拉·弗林德/汉娜·纽/伊莎贝尔·莫洛伊/迈克尔·希金斯/艾拉·珀内尔/杰克逊·比尤斯,动作/爱情/奇幻/冒险,美国/英国,英语,2014,98
精灵旅社3：疯狂假期,6.7,71768,格恩迪·塔塔科夫斯基,迈克尔·麦库勒斯,亚当·桑德勒/凯瑟琳·哈恩/史蒂夫·布西密/赛琳娜·戈麦斯/阿什·布林克夫/梅尔·布鲁克斯/科甘-迈克尔·凯/安迪·萨姆伯格/法兰·德瑞雪/大卫·斯佩德/凯文·詹姆斯/莫莉·香侬/格恩迪·塔塔科夫斯基/乔·怀特/克莉丝汀·泰根/乔·乔纳斯/吉姆·加菲根,喜剧/动画/奇幻,美国,英语,2018,98
调音师,8.4,47882,斯里兰姆·拉格万,阿里吉特·比斯沃斯,阿尤斯曼·库拉纳/塔布/拉迪卡·艾普特/安尔·德霍万/马纳夫·维吉/阿什维尼·卡尔塞卡/查亚·卡达姆/萨基尔·侯赛因/拉什米·阿格德卡/莫希尼·凯瓦拉曼,喜剧/悬疑/犯罪,印度,印地语,2018,139
雪国列车,7.4,220076,奉俊昊,奉俊昊,克里斯·埃文斯/杰米·贝尔/宋康昊/蒂尔达·斯文顿/艾德·哈里斯/约翰·赫特/奥克塔维亚·斯宾瑟/艾文·布莱纳/高雅星/艾丽森·皮尔/卢克·帕斯夸尼洛/弗拉德·伊凡诺夫,剧情/动作/科幻/灾难,韩国/捷克/美国/法国,英语/韩语/日语/法语/捷克语,2013,125
她,8.3,268913,斯派克·琼斯,斯派克·琼斯,杰昆·菲尼克斯/斯嘉丽·约翰逊/艾米·亚当斯/鲁妮·玛拉/奥利维亚·王尔德/斯派克·琼斯/LynnA.Freedman/GabeGomez/克里斯·帕拉特/MayLindstrom/比尔·哈德尔/克里斯汀·韦格/BrianJohnson/马特·莱斯切尔/普拉莫德库马尔/史蒂夫·齐西斯/GraciePrewitt/波茜娅·道布尔戴/斯蒂芬妮·索科琳斯基/布莱恩·考克斯/LeoBaligaya/JoanBlair/塞斯·凯尔/LeeChristian/尼科·戴维/ShannonEdwards/AliaJanine/JenKuhn/FionaLincke/CarolMcFadden/JeremyRabb/劳拉·柯尔孔/PamelaRoylance/MarianSaastadOttesen/YvetteSaunders/卡桑德拉·斯塔尔/查克·大卫·威利斯,剧情/爱情/科幻,美国,英语,2013,126
白日梦想家,8.4,200616,本·斯蒂勒,斯蒂夫·康拉德,本·斯蒂勒/克里斯汀·韦格/亚当·斯科特/西恩·潘/凯瑟琳·哈恩/泰伦斯·伯尼·海恩斯/保罗·菲兹杰拉德/乔恩·戴利/乔伊·斯洛特尼克/格蕾丝·雷克斯/阿莱克斯·阿方格/阿曼达·诺顿/阿德里安·马丁斯/雪莉·麦克雷恩/艾米·斯蒂勒/斯图尔特·康菲尔德/奥拉维尔·达里·奥拉夫松/索哈德吕尔·西格罗森/贡纳·黑尔加松/凯·伦诺克斯/柯南·奥布莱恩/安迪·里查克/安东尼·德西奥/帕顿·奥斯瓦尔特/理查德·德多梅尼科/马特·莱文/格雷格·西佩斯/马米·科西科/马修·古利/罗丝玛丽·霍华德/伊兰·克里斯费尔德/安娜·库奇马,剧情/喜剧/冒险,美国/英国,英语/西班牙语/冰岛语,2013,114
魔兽,7.7,225381,邓肯·琼斯,邓肯·琼斯,崔维斯·费米尔/托比·凯贝尔/宝拉·巴顿/吴彦祖/本·福斯特/多米尼克·库珀/鲁丝·内伽/克兰西·布朗/丹尼尔·库德摩尔/罗伯特·卡辛斯基/本·施耐泽/格伦·克洛斯/考乐姆·吉斯·雷尼/泰瑞·诺塔里/瑞安·罗宾斯/博尔克利·杜菲尔德/丹·佩恩/迪伦·肖明/唐尼·麦克尼尔/迈克·安东纳科斯/拉吉·拉尔,动作/奇幻/冒险,美国/中国大陆/加拿大/日本,英语,2016,124
幕后玩家,5.7,130284,任鹏远,任鹏远,徐峥/王丽坤/王砚辉/段博文/任达华/于和伟/朱珠/赵达/谢楠/鲍晓,剧情/悬疑/犯罪,中国大陆,汉语普通话,2018,114
掠食城市,6.5,33993,克里斯蒂安·瑞沃斯,弗兰·威尔士,海拉·西尔玛/雨果·维文/金吉/罗伯特·席安/莱拉·乔治/史蒂芬·朗/弗兰基·亚当斯/凯伦·皮斯托里斯/科林·萨蒙/安德鲁斯·李斯/莎拉·慕恩/罗南·拉夫特瑞/乔尔·托贝克/帕特里克·麦拉海德/史蒂芬·乌瑞/马尼克·古纳拉塔尼/菲利普·里夫/纳撒尼尔·利斯/雷吉-让·佩吉/卡卢姆·吉廷斯/安佑森/马克·哈德洛/马克米钦森/索菲·考克斯/莎拉·皮尔斯/奇·陈/约瑟夫·米卡-亨特/特里·诺瑞斯/安龙·杰克森/梅根·爱德华兹/尼克·布雷克/玛丽亚·沃克/阿曼·韦弗/玛德琳·亚当斯/马丁·郭/罗德尼·库克,动作/科幻/冒险,美国/新西兰,英语,2018,128
霍比特人3：五军之战,8.3,238745,彼得·杰克逊,弗兰·威尔士,马丁·弗瑞曼/伊恩·麦克莱恩/理查德·阿米蒂奇/伊万杰琳·莉莉/李·佩斯/卢克·伊万斯/本尼迪克特·康伯巴奇/肯·斯托特/詹姆斯·内斯比特/比利·康诺利/凯特·布兰切特/伊安·霍姆/克里斯托弗·李/雨果·维文/奥兰多·布鲁姆/马努·贝内特/艾丹·特纳/迪恩·奥戈曼/格拉汉姆·麦克泰维什/斯蒂芬·弗雷/米卡埃尔·佩斯布兰特,动作/奇幻/冒险,美国/新西兰,英语,2014,144
爱你，西蒙,8.3,119308,格里格·伯兰蒂,伊丽莎白·伯格,尼克·罗宾森/詹妮弗·加纳/乔什·杜哈明/小豪尔赫·兰登伯格/凯瑟琳·兰福德/亚历山德拉·希普/洛根·米勒/凯南·朗斯代尔/特丽莎·贝特曼/托尼·海尔/娜塔莎·罗斯韦尔/迈尔斯·赫尔泽/乔伊·保罗瑞/克拉克·穆尔/德鲁·斯塔基/麦肯兹·林茨/卡萨迪·麦克林西/艾莉克斯·斯甘巴蒂/贾米拉·汤普森/艾米丽·乔丹/帕特里克·多诺霍/特雷勒·希尔/泰勒·切斯/哈龙·汗/约书亚·米克尔/尼古拉斯·斯塔格尔/南茜·德·梅奥/克里斯蒂安·奥乔·梅菲尔德/钱特尔·D·克里斯托弗/曼迪·法森/菲利普·科文/罗比·罗杰斯,爱情/同性,美国,英语,2018,110
悟空传,5.1,170822,郭子健,郭子健,彭于晏/倪妮/余文乐/俞飞鸿/欧豪/郑爽/乔杉/杨迪/巴音/王德顺/李尚恩/张承阳,剧情/动作/奇幻,中国大陆,汉语普通话,2017,123
爱情公寓,3.1,197562,韦正,汪远,陈赫/袁弘/娄艺潇/邓家佳/孙艺洲/李佳航/李金铭/刘天佐/赵志伟/张双利/南派三叔/韦正/汪远/朱桢/于立/榕榕/罗姝涵/许和琪/刘雨昕/张希雅/孔雪儿/关凯元/张悠然/三名制-5/丧钟大师/老驴/张天馨/刘宇馨/陈旭明/王思博/赵子豪/杨朕/郝宇/徐梦洁/常钰/韩丹/严丰/郭林钧,喜剧/冒险,中国大陆,汉语普通话,2018,117
我不是潘金莲,6.7,189556,冯小刚,刘震云,范冰冰/郭涛/大鹏/张嘉译/于和伟/张译/李宗翰/赵立新/田小洁/范伟/高明/刘桦/黄建新/李晨,剧情/喜剧,中国大陆,汉语普通话,2016,140
养家之人,8.4,44695,诺拉·托梅,安妮塔·多兰,莎拉·乔德利/索玛·查亚/诺林·古拉姆高斯/拉腊·萨迪克/阿里·巴德沙阿/莎斯塔·拉蒂夫/坎扎·费里斯/卡瓦·阿达/凯恩·马洪/阿里·卡兹米/曼·沃尔克哈德/雷扎·索勒,剧情/动画/家庭,爱尔兰/加拿大/卢森堡,英语,2017,94
猩球崛起3：终极之战,6.8,151046,马特·里夫斯,马特·里夫斯,安迪·瑟金斯/伍迪·哈里森/史蒂夫·茨恩/卡琳·考诺娃/阿米尔·米勒/泰瑞·诺塔里/泰·奥尔森/迈克尔·亚当思韦特/托比·凯贝尔/加布里埃尔·查瓦里亚/朱迪·格雷尔/莎拉·坎宁/德文·达尔顿/阿莱克斯·潘诺维奇/亚历桑德罗·朱利安尼/马克斯·洛伊德-琼斯/蒂莫西·韦伯,剧情/动作/科幻,美国,英语/美国手语,2017,140
暮光之城4：破晓(上),6.4,106226,比尔·康顿,斯蒂芬妮·梅耶,罗伯特·帕丁森/克里斯汀·斯图尔特/泰勒·洛特纳/杰克逊·拉斯波恩/阿什丽·格林尼/安娜·肯德里克/妮基·瑞德/彼得·费辛利,剧情/爱情/惊悚/奇幻/冒险,美国,英语,2011,117
寒战2,7.0,171905,梁乐民/陆剑青,梁乐民,郭富城/梁家辉/杨采妮/彭于晏/李治廷/文咏珊/周润发/马伊琍/杨祐宁/张国柱/吴樾/周笔畅/李子雄/骆应钧/林文龙,剧情/动作/犯罪,中国大陆/香港,汉语普通话/粤语,2016,110
血观音,8.3,159241,杨雅喆,杨雅喆,惠英红/吴可熙/文淇/柯佳嬿/陈莎莉/丁强/刘尚谦/林志儒/王月/温贞菱/王伟六/陈珮骐/尹昭德/大久保麻梨子/巫书维/颜毓麟/刘越逖/傅子纯/陈武康/施名帅/秀兰玛雅/应蔚民/李铨,剧情,台湾,汉语普通话/粤语/闽南语/日语,2017,112
爱宠大机密,7.6,162811,克里斯·雷纳德/亚罗·切尼,辛科·保罗,路易·C·K/艾瑞克·斯通斯崔特/凯文·哈特/艾丽·坎伯尔/史蒂夫·库根/艾伯特·布鲁克斯/达纳·卡维/鲍比·莫尼汉/汉尼拔·布勒斯/蕾克·贝尔/珍妮·斯蕾特/克里斯·雷纳德/迈克尔·贝亚蒂/布莱恩·T·杰恩斯/拉瑞恩·纽曼,喜剧/动画,美国,英语,2016,87
澳门风云,5.6,115766,王晶/钟少雄,王晶,周润发/谢霆锋/杜汶泽/景甜/高虎/吴辰君/许绍雄/张晋/王敏德/沈震轩/童菲/伍允龙,喜剧/动作,中国大陆/香港,汉语普通话/粤语/英语/葡萄牙语/泰语/韩语/日语,2014,93
达拉斯买家俱乐部,8.7,245301,让-马克·瓦雷,克莱格·鲍登,马修·麦康纳/詹妮弗·加纳/杰瑞德·莱托/史蒂夫·茨恩/达拉斯·罗伯特斯/凯文·兰金/丹尼斯·欧哈拉/简·麦克尼尔/格里芬·邓恩/詹姆斯·杜蒙特/朱丽叶·里夫斯/斯蒂菲·格罗特/J·D·埃弗摩尔,剧情/同性/传记,美国,英语/日语,2013,117
小森林,9.0,174125,森淳一,森淳一,桥本爱/三浦贵大/松冈茉优/温水洋一/桐岛加恋,剧情,日本,日语,2015,120
博物馆奇妙夜3,7.1,111805,肖恩·利维,大卫·盖恩,本·斯蒂勒/罗宾·威廉姆斯/欧文·威尔逊/史蒂夫·库根/瑞奇·热维斯/丹·史蒂文斯/蕾蓓尔·威尔森/斯凯勒·吉桑多/拉米·马雷克/派崔克·盖勒/米苏·贝克/本·金斯利/水晶/迪克·范·戴克/米基·鲁尼/休·杰克曼,喜剧/奇幻/冒险,美国/英国,英语/匈奴语,2014,98
怪兽大学,8.1,232195,丹·斯坎隆,罗伯特·L·贝尔德,比利·克里斯托/约翰·古德曼/史蒂夫·布西密/海伦·米伦/彼得·孙/乔尔·默里/西恩·海耶斯/大卫·弗利/查理·戴/阿尔弗雷德·莫里纳/泰勒·莱伯恩/内森·菲利安/奥布瑞·普拉扎/贝丝·比厄/鲍比·莫尼汉/朱丽亚·斯维尼,喜剧/动画/冒险,美国,英语,2013,104
全民目击,7.7,190838,非行,非行,孙红雷/余男/郭富城/邓家佳/赵立新/佟丽娅/倪虹洁/陈思诚/周韦彤/廖晓琴/谭松韵/丁子烁,剧情/悬疑/犯罪,中国大陆,汉语普通话,2013,119
狂暴巨兽,6.4,111041,布拉德·佩顿,瑞安·恩格尔,道恩·强森/娜奥米·哈里斯/杰弗里·迪恩·摩根/玛琳·阿克曼/杰克·莱西/乔·曼根尼罗/玛丽·谢尔顿/P·J·伯恩/德米垂斯·格罗斯/杰克·奎德/布里安·希尔/马特·杰拉德/李威尹/尤里亚·费伯/布鲁斯·布莱克希尔/杰森·莱尔斯/马克·威尔斯/阿莉莎·布鲁克/亚当·希泰凯尔/加里·维克斯/阿诺德·陈,动作/科幻/冒险,美国,英语,2018,107
灰姑娘,6.8,145121,肯尼思·布拉纳,克里斯·韦兹,莉莉·詹姆斯/理查德·麦登/凯特·布兰切特/海莉·阿特维尔/海伦娜·伯翰·卡特/荷丽黛·格兰杰/索菲麦希拉/斯特兰·斯卡斯加德/侬索·阿诺斯/德里克·雅各比/本·卓别林/罗伯·布莱顿/埃洛伊塞·韦伯/劳里·卡尔弗特/亚历克斯·麦奎因/约书亚·麦圭尔/王丽雅,爱情/奇幻/冒险,美国/英国,英语,2015,106
招魂,7.8,132267,温子仁,查德·海斯,维拉·法米加/帕特里克·威尔森/莉莉·泰勒/朗·里维斯顿/珊莉·卡斯韦尔/哈蕾·麦克法兰/乔伊·金/麦肯吉·弗依/凯拉·迪弗/山农·库克/约翰·布罗特顿/斯特林·杰里斯/玛丽恩·盖约特/莫甘娜·布里吉尔斯/艾米·蒂普顿,悬疑/惊悚/恐怖,美国,英语/拉丁语,2013,112
归来,7.8,222271,张艺谋,邹静之,陈道明/巩俐/张慧雯/郭涛/刘佩琦/祖峰/闫妮/辛柏青/张嘉译/陈小艺/丁嘉丽,剧情/爱情/历史,中国大陆,汉语普通话,2014,111
遇见你之前,7.7,143956,西娅·夏罗克,斯科特·纽斯塔德,艾米莉亚·克拉克/山姆·克拉弗林/珍妮·麦克蒂尔/查尔斯·丹斯/布兰登·柯伊尔/珍娜·科尔曼/马修·刘易斯/本·劳埃德-休斯/凡妮莎·柯比/斯蒂芬·皮科克/马修·约翰·摩尔利/汉娜·弗林,剧情/爱情,英国,英语,2016,110
一念天堂,5.6,52281,张承,张承,沈腾/马丽/杜晓宇/林雪/王子子/李元鹏/苏志丹/徐若琪/齐海洋,喜剧,中国大陆,汉语普通话,2015,102
金刚：骷髅岛,6.6,156979,乔丹·沃格特-罗伯茨,麦克思·鲍伦斯坦,汤姆·希德勒斯顿/布丽·拉尔森/塞缪尔·杰克逊/约翰·古德曼/景甜/约翰·C·赖利/科里·霍金斯/约翰·奥提兹/托比·凯贝尔/杰森·米切尔/谢伊·惠格姆/托马斯·曼/尤金·科德罗/马克·埃文·杰克逊/威尔·布里顿/石原贵雅/理查德·詹金斯/艾琳·瑞秋/罗伯特·泰勒/詹姆斯·M.康纳/托马斯·米德蒂奇/布莱恩·萨卡/达特·樊/吴辛惠/贝丝·肯尼迪/泰瑞·诺塔里,动作/奇幻/冒险,美国/中国大陆/澳大利亚/加拿大,英语/越南语/日语,2017,119
画皮2,5.9,189196,乌尔善,冉平,周迅/赵薇/陈坤/冯绍峰/杨幂/费翔/陈廷嘉/鲁诺,剧情/爱情/惊悚/奇幻,中国大陆/香港,汉语普通话,2012,135
言叶之庭,8.2,164914,新海诚,新海诚,入野自由/花泽香菜/平野文/前田刚/寺崎裕香/井上优/潘惠美/小松未可子,爱情/动画,日本,日语,2013,46
澳门风云2,5.5,111067,王晶/张敏,王晶,周润发/张家辉/刘嘉玲/余文乐/王诗龄/胡然/姜大卫/童菲/吴樾/金巧巧/黄德斌/姜皓文/曾国祥/袁泉/曾志伟/陈百祥/孟瑶/刘德华,喜剧/动作,香港/中国大陆,粤语/汉语普通话/泰语/四川话/英语,2015,110
恶棍天使,4.1,110377,俞白眉/邓超,俞白眉,邓超/孙俪/代乐乐/梁超/杨新鸣/王砚辉/许可嘉/赵曼竹/栾元晖/张鹭/王双宝,喜剧,中国大陆,汉语普通话,2015,124
撒娇女人最好命,5.7,151364,彭浩翔,彭浩翔,周迅/黄晓明/隋棠/谢依霖/康晋荣,喜剧/爱情,中国大陆/香港,汉语普通话/英语,2014,95
燃烧,7.9,140577,李沧东,李沧东,刘亚仁/史蒂文·元/全钟瑞/金秀京/崔承浩/玉子妍,剧情/悬疑,韩国,韩语,2018,148
小王子,8.1,182727,马克·奥斯本,伊连娜·布里纳尔,杰夫·布里吉斯/麦肯吉·弗依/瑞秋·麦克亚当斯/瑞利·奥斯本/詹姆斯·弗兰科/玛丽昂·歌迪亚/本尼西奥·德尔·托罗/保罗·路德/艾伯特·布鲁克斯/巴德·库特/瑞奇·热维斯/保罗·吉亚玛提/杰奎·巴恩布鲁克/马塞尔·布里奇斯/杰菲·布莱尼恩,动画/奇幻,法国,英语/法语,2015,108
神探夏洛克：可恶的新娘,7.0,173778,道格拉斯·麦金农,马克·加蒂斯,本尼迪克特·康伯巴奇/马丁·弗瑞曼/尤娜·斯塔布斯/鲁珀特·格雷夫斯/马克·加蒂斯/安德鲁·斯科特/露易丝·布瑞丽/阿曼达·阿宾顿/乔纳森·阿里斯/亚斯明·阿克拉姆/大卫·内尔斯特/凯瑟琳·麦克马克/蒂姆·麦克纳尼/娜塔莎·奥基弗/杰拉尔德·基德,剧情/悬疑/犯罪,英国,英语,2016,90
饥饿游戏3：嘲笑鸟(上),5.9,110150,弗朗西斯·劳伦斯,丹尼·斯特朗,詹妮弗·劳伦斯/乔什·哈切森/利亚姆·海姆斯沃斯/伍迪·哈里森/唐纳德·萨瑟兰/菲利普·塞默·霍夫曼/朱丽安·摩尔/薇洛·西尔德斯/山姆·克拉弗林/伊丽莎白·班克斯/马赫沙拉·阿里/吉娜·马隆/杰弗里·怀特/葆拉·马尔科姆森/斯坦利·图齐/娜塔莉·多默尔/伊万·罗斯/埃尔登·汉森/约翰·威斯利·查特曼/萨莉塔·乔德霍里/斯黛芬·道森/帕蒂纳·雷内亚·米勒/罗伯特·克耐普,动作/科幻/冒险,美国,英语,2014,123
厨子戏子痞子,7.0,192987,管虎,管虎,刘烨/张涵予/黄渤/田中千绘/梁静/王迅/大冢匡将/张鲁一,喜剧/动作,中国大陆,汉语普通话,2013,108
功夫瑜伽,5.0,129585,唐季礼,唐季礼,成龙/李治廷/张艺兴/索努·苏德/母其弥雅/迪莎·帕塔尼/艾米拉·达斯特/尚语贤/姜雯/张国立,喜剧/动作/冒险,中国大陆/印度,汉语普通话/英语/印地语/阿拉伯语,2017,108
异形：契约,7.3,173529,雷德利·斯科特,迈克尔·格林,迈克尔·法斯宾德/凯瑟琳·沃特斯顿/比利·克鲁德普/丹尼·麦克布莱德/德米安·比齐尔/卡门·艾乔戈/朱西·斯莫利特/考莉·埃尔南德斯/艾米·西米茨/纳撒尼尔·迪安/亚历山大·英格兰/本杰明·里格比/乌利·拉图基孚/泰丝·哈乌布里奇/罗蕾莱·金/哈维尔·博泰特/詹姆斯·弗兰科/盖·皮尔斯/劳米·拉佩斯,科幻/恐怖,美国,英语,2017,122
房间,8.8,209619,伦尼·阿伯拉罕森,艾玛·多诺霍,布丽·拉尔森/雅各布·特伦布莱/肖恩·布里吉格斯/温迪·古逊/阿曼达·布鲁盖尔/乔·平格/琼·艾伦/卡斯·安瓦尔/威廉姆·H·梅西/兰道尔·爱德华/罗德里戈-费尔南德斯-斯托尔/罗里·奥谢/汤姆·麦卡穆斯/杰克·富尔顿/梅根·帕克,剧情/家庭,爱尔兰/加拿大/英国/美国,英语,2015,118
海街日记,8.7,190147,是枝裕和,是枝裕和,绫濑遥/长泽雅美/夏帆/广濑铃/大竹忍/堤真一/加濑亮/风吹淳/中川雅也/前田旺志郎/铃木亮平/坂口健太郎/树木希林,剧情/家庭,日本,日语,2015,127
胡桃夹子和四个王国,6.0,45431,拉斯·霍尔斯道姆/乔·庄斯顿,阿什利·鲍威尔,麦肯吉·弗依/摩根·弗里曼/凯拉·奈特莉/马修·麦克费登/海伦·米伦/艾丽·巴姆博/米兰达·哈特/欧赫尼奥·德尔维斯/杰克·怀特霍尔/理查德·E·格兰特/谢尔盖·波卢宁/欧米德·吉亚李利/梅拉·沙尔/尼克·穆罕默德/杰茜·维宁/汤姆·斯威特/马里安·洛伦西克/芙洛·费拉科/丽塔-麦克唐纳丹帕/查尔斯·斯特里特,奇幻/冒险,美国,英语,2018,99
一个叫欧维的男人决定去死,8.8,175436,汉内斯·赫尔姆,弗雷德里克·巴克曼,罗夫·拉斯加德/巴哈·帕斯/托比亚斯·阿姆博瑞/菲利普·伯格/安娜-莱娜·布伦丁/博瑞·伦贝里/埃达·英格薇/弗雷德里克·埃弗斯/玛德琳·雅各布松/查特里娜·拉松/杰克尔·法尔斯特伦,剧情,瑞典,瑞典语/波斯语,2015,116
暮光之城3：月食,6.5,132129,大卫·斯雷德,梅莉莎·罗森伯格,克里斯汀·斯图尔特/罗伯特·帕丁森/泰勒·洛特纳/比利·伯克/阿什丽·格林尼/杰克逊·拉斯波恩/妮基·瑞德/凯南·鲁兹/伊莉莎白·里瑟/彼得·费辛利/吉尔·伯明翰/克里斯蒂·瑟拉图斯/安娜·肯德里克/祖蒂·弗兰/泽维尔·塞缪尔,剧情/爱情/惊悚/奇幻,美国,英语,2010,124
非诚勿扰2,6.5,256209,冯小刚,王朔,葛优/舒淇/孙红雷/姚晨/安以轩/邵兵/廖凡/邬逸聪/关晓彤/窦文涛/赵宝刚/乐嘉/张馨予/王希维/李晨,喜剧/爱情,中国大陆,汉语普通话,2010,122
狼少年,7.9,122073,赵圣熙,赵圣熙,宋仲基/朴宝英/柳演锡/张荣男/金香起,爱情/奇幻,韩国,韩语,2012,124
社交网络,8.1,311755,大卫·芬奇,艾伦·索金,杰西·艾森伯格/安德鲁·加菲尔德/贾斯汀·汀布莱克/鲁妮·玛拉/约瑟夫·梅泽罗/艾米·汉莫/乔什·平茨/艾比·森哈/布兰达·宋/达科塔·约翰逊/艾伦·索金/艾玛·菲茨帕特里克/玛莱斯·裘/马克·索尔/达斯汀·菲兹莫斯/帕特里克·梅佩尔,剧情/传记,美国,英语/法语,2010,120
嘉年华,8.2,154362,文晏,文晏,文淇/周美君/史可/耿乐/刘威葳/彭静/王栎鑫/李梦男/蒋欣悦/陈竹昇,剧情,中国大陆/法国,汉语普通话,2017,107
与神同行：罪与罚,7.7,130013,金容华,金容华,河正宇/车太贤/朱智勋/金香起/金东旭/艺秀晶/李政宰/吴达洙/林元熙/都暻秀/张光/郑海钧/金荷娜/金海淑/金秀安/马东锡,剧情/奇幻,韩国,韩语,2017,139
超人：钢铁之躯,6.9,152597,扎克·施奈德,大卫·S·高耶,亨利·卡维尔/艾米·亚当斯/迈克尔·珊农/凯文·科斯特纳/戴安·琳恩/罗素·克劳/克里斯托弗·米洛尼/安婕·特拉乌/劳伦斯·菲什伯恩/阿耶莱特·祖里尔/雅丹·古尔德/迈克尔·凯利/迪伦·斯派比利/朱利安·瑞钦斯,动作/科幻/冒险,美国/英国,英语,2013,143
春娇救志明,7.1,154808,彭浩翔,彭浩翔,余文乐/杨千嬅/蒋梦婕/曾国祥/秦沛/邵音音/王晓晨/司徒慧焯/谷德昭/谷祖琳/陈逸宁/阎汶宣/林兆霞/李程彬/欧铠淳/林海峰/森美/吴岱融/陈意岚/邹凯光/周俊伟/陈静/麦芷谊/郭奕芯/李拾壹/关逸基/廖子妤/袁澧林/田启文/连诗雅/黄文慧/彭浩翔,剧情/喜剧/爱情,香港/中国大陆,粤语/汉语普通话,2017,121
叶问2：宗师传奇,7.2,165153,叶伟信,黄子桓,甄子丹/洪金宝/熊黛林/黄晓明/樊少皇/郑则仕/敖嘉年/杜宇航/达伦·萨赫拉维/释小龙/任达华/郑家星/陆梅芳,动作/传记/历史,中国大陆/香港,粤语/汉语普通话/英语,2010,108
澳门风云3,4.0,89546,王晶/刘伟强,王晶,周润发/刘德华/张家辉/张学友/余文乐/李宇春/刘嘉玲/王诗龄/向佐/胡然/元秋/朴载相/童菲/罗家英/卢海鹏,喜剧/动作,香港/中国大陆,汉语普通话/粤语,2016,112
摆渡人,4.0,178451,张嘉佳,张嘉佳,梁朝伟/金城武/陈奕迅/杨颖/张榕容/杜鹃/熊黛林/大鹏/马苏/崔志佳/贾玲/李宇春/鹿晗/欧弟/纳豆/金士杰/柯佳嬿/李灿森/喜翔/曹可凡/吴艺璇,喜剧/爱情,中国大陆/香港,汉语普通话,2016,128
十二公民,8.3,186572,徐昂,李玉娇,何冰/韩童生/钱波/赵龙豪/米铁增/高冬平/张永强/李光复/王刚/班赞/刘辉/雷佳,剧情,中国大陆,汉语普通话,2014,106
魔发奇缘,8.2,148836,内森·格雷诺/拜伦·霍华德,雅各布·格林,曼迪·摩尔/扎克瑞·莱维/唐纳·墨菲/朗·普尔曼/迈克·康纳·盖尼/杰弗里·塔伯/布拉德·加内特/保罗·F·汤普金斯/理查德·基尔/德莱尼·罗斯·斯坦/内森·格雷诺/拜伦·霍华德/蒂姆·梅尔滕斯,喜剧/动画/冒险,美国,英语,2010,100
青春派,7.4,91518,刘杰,刘杰,董子健/秦海璐/咏梅/焦刚/安悦溪/郄路通/蒋雪鸣/高浩元/谭楚枫/李天浩/蒋小涵/侯孝贤/龙然,剧情/爱情,中国大陆,汉语普通话,2013,91
华尔街之狼,7.7,190813,马丁·斯科塞斯,特伦斯·温特,莱昂纳多·迪卡普里奥/乔纳·希尔/玛格特·罗比/马修·麦康纳/凯尔·钱德勒/罗伯·莱纳/乔·博恩瑟/让·杜雅尔丹/克里斯汀·米利欧缇/卡塔莉娜·凯斯,剧情/喜剧/传记/犯罪,美国,英语/法语,2013,180
一天,7.9,334139,罗勒·莎菲,大卫·尼克尔森,安妮·海瑟薇/吉姆·斯特吉斯/汤姆·米森/朱迪·惠特克/蒂姆·凯/拉菲·斯波/约瑟芬·德·拉·波美/派翠西娅·克拉克森/肯·斯托特/海达·里德/阿曼达·费尔班克-海恩斯/大卫·阿贾拉/乔治雅·金/宇韦尔利·罗奇/克拉拉·佩吉特/马特·贝里/萝玛拉·嘉瑞/戴安娜·肯特/JamesLaurenson/马修·比尔德/托比·瑞格波/托马斯·阿诺德/菲比·福克斯/艾米莉亚·琼斯/麦克·宾德尔/贝恩·科拉科/NatalieHallam/VanderMcLeod,剧情/爱情,美国/英国,英语,2011,107
山楂树之恋,6.7,217402,张艺谋,尹丽川 ,周冬雨/窦骁/奚美娟/李雪健/姜瑞佳/于新博/萨日娜/成泰燊/吕丽萍/孙海英/王劲松/贺小语/易歆韵/裘慕远/胡馨元/边铁军/李庆/姚丽/陈星旭,剧情/爱情,中国大陆,汉语普通话,2010,114
