name,rate,rating_people,director,writer,actor,genre,place,language,year,movietime
暮光之城4：破晓(下),6.7,84574,比尔·康顿,斯蒂芬妮·梅耶,罗伯特·帕丁森/克里斯汀·斯图尔特/泰勒·洛特纳/杰克逊·拉斯波恩/阿什丽·格林尼/安娜·肯德里克/妮基·瑞德/彼得·费辛利/伊莉莎白·里瑟/凯南·鲁兹/达科塔·范宁/麦克·辛/杰米·坎贝尔·鲍尔/李·佩斯/麦肯吉·弗依,剧情/爱情/惊悚/奇幻/冒险,美国,英语,2012,115
再次出发之纽约遇见你,8.5,225662,约翰·卡尼,约翰·卡尼,凯拉·奈特莉/马克·鲁弗洛/亚当·莱文/詹姆斯·柯登/海莉·斯坦菲尔德/凯瑟琳·基纳/茅斯·达夫/罗伯·莫洛/伊恩·布罗茨基/香农·沃尔什/大卫·埃伯利斯/马科·阿桑特/玛丽·凯瑟琳·歌瑞森/詹·雅各布/席洛·格林/詹妮弗·李·杰克逊/特里·刘易斯/吉米·帕伦博/西蒙·德兰尼/丹妮尔·布里瑟布瓦/基恩·鲁弗洛/尼古拉斯·丹尼尔·冈萨雷斯/麦迪·科尔曼/阿雅·卡什/大卫·彭德尔顿/保罗·罗梅罗/安德鲁·塞伦/凯伦·皮特曼/罗恩·沃斯,喜剧/爱情/音乐,美国,英语,2013,104
致青春·原来你还在这里,4.1,98026,周拓如,周拓如,吴亦凡/刘亦菲/金世佳/李沁/李梦/郝劭文/陈燃/乔任梁,剧情/爱情,中国大陆,汉语普通话,2016,98
精灵旅社,7.9,147400,格恩迪·塔塔科夫斯基,彼得·贝恩汉姆,亚当·桑德勒/安迪·萨姆伯格/赛琳娜·戈麦斯/凯文·詹姆斯/法兰·德瑞雪/史蒂夫·布西密/莫莉·香侬/大卫·斯佩德/席洛·格林/乔恩·拉威茨/布莱恩·乔治/路奈尔·坎贝尔/布莱恩·斯达克/克里斯·帕内尔/杰姬·桑德勒/莎蒂·桑德勒/罗伯特·斯密戈尔/罗伯·里格尔/保罗·布里顿/乔尼·所罗门/吉姆·怀斯/克雷格·凯尔曼/布莱恩·麦肯,喜剧/动画/奇幻,美国,英语,2012,91
何以笙箫默,3.6,114189,杨文军/黄斌,莫菲勒,黄晓明/杨幂/佟大为/杨颖/谢依霖/黄子韬/陈冲/何穗/马苏/华少/曾志伟/姚安濂/孙艺洲/孔连顺/沈泰/刘天佐,爱情,中国大陆,汉语普通话,2015,107
流浪猫鲍勃,8.0,97204,罗杰·斯波蒂斯伍德,詹姆斯·鲍恩,卢克·崔德威/猫鲍勃/露塔·格德米纳斯/琼安·弗洛加特/安东尼·海德/戴伦·伊万斯/里维拉·吉迪恩/洛琳·艾什本/阿卡巴尔·库尔塔/约翰·亨肖/贝丝·戈达德/伊万娜·贝斯克/妮娜·瓦迪娅/罗茜·伊德/鲁斯·西恩/卡罗琳·古多尔/雅各布·詹姆斯·贝西克/罗伯·贾维斯/丹尼尔·弗恩/詹姆斯·鲍恩/李·尼古拉斯·哈里斯/丹尼尔·斯蒂森,剧情/喜剧/传记,英国,英语,2016,103
小姐,8.0,153669,朴赞郁,郑瑞景,金敏喜/金泰梨/河正宇/赵震雄/金海淑/文素丽,剧情/悬疑/同性,韩国,韩语/日语,2016,145
寄生兽,7.4,98004,山崎贵,岩明均,染谷将太/深津绘里/阿部隆史/桥本爱/东出昌大/岩井秀人/山中崇/池内万作/丰原功补/大森南朋/北村一辉/余贵美子/国村隼/浅野忠信/新井浩文/泷正则,剧情/动作/科幻/恐怖,日本,日语,2014,109
胖子行动队,4.2,50355,包贝尔,张鹏,文章/包贝尔/郭京飞/李成敏/辣目洋子/许君聪/曾一竣/张梦露/戚玉武/仓田保昭/木幡龙/宋佳/文隽,喜剧/动作,中国大陆,汉语普通话,2018,108
天才少女,8.2,102963,马克·韦布,汤姆·弗林,克里斯·埃文斯/麦肯娜·格瑞丝/琳赛·邓肯/珍妮·斯蕾特/奥克塔维亚·斯宾瑟/迈克尔·肯德尔·卡普兰/约翰·M·杰克逊/格伦·普拉默/约翰·芬/伊丽莎白·玛维尔/坎迪斯·B·哈里斯/乔恩·斯克拉夫/乔娜·肖/朱莉·安·埃默里/吉尔·奥唐奈,剧情/家庭,美国,英语,2017,101
狄仁杰之神都龙王,6.5,158639,徐克,张家鲁,赵又廷/冯绍峰/林更新/金汎/杨颖/刘嘉玲/胡东/马京京/盛鉴/林朝绪/陈坤/言杰/汪汐潮/陈国义/赖迦童/张山/铁男,动作/悬疑/古装,中国大陆/香港,汉语普通话,2013,133
一步之遥,6.4,215908,姜文,姜文,姜文/葛优/周韵/舒淇/文章/王志文/洪晃/刘利年/那英/刘索拉/牛犇/姜洪齐,剧情/喜剧/动作,中国大陆/美国/香港,汉语普通话/英语/上海话/法语/日语/满语/越南语/拉丁语,2014,140
栀子花开,4.1,101562,何炅,傲立,李易峰/张慧雯/蒋劲夫/魏大勋/杜天皓/张予曦/李心艾/宋轶/张云龙/柴格/王佑硕/李玟/陈羽凡/胡海泉/尼查坤·抔勒威查固/李晟/李佳航/刘昊然/扈忠汉/李偲菘/李伟菘/陈思成/安淇尔/秦沛/陈伟强/杨杰/谢娜/何炅,爱情,中国大陆,汉语普通话,2015,107
白日焰火,7.3,212008,刁亦男,刁亦男,廖凡/桂纶镁/王学兵/王景春/余皑磊/倪景阳/常凯宁/李彩霞/李克伟/洛成/裴功勇/彭龙/于雪冬/蒋延良,剧情/悬疑/犯罪,中国大陆,汉语普通话,2014,106
超脱,8.8,234323,托尼·凯耶,卡尔·隆德,艾德里安·布洛迪/马西娅·盖伊·哈登/詹姆斯·肯恩/克里斯蒂娜·亨德里克斯/刘玉玲/布莱思·丹纳/蒂姆·布雷克·尼尔森/威廉·彼德森/布莱恩·科兰斯顿/萨米·盖尔/LouisZorich/小伊塞亚·维特洛克/DavidHausen/约翰·塞纳迭姆博/西莉亚·奥/罗南·鲁宾斯坦/AlCalderon/布雷南·布朗/ReaganLeonard/詹姆斯·霍西/乔什·帕斯/瑞内·菲利斯·史密斯/道格·伊·道格/PatriciaRae/萨曼萨·罗根/拉尔夫·罗德里格斯,剧情,美国,英语,2011,97
反贪风暴3,5.7,68331,林德禄,黄浩华,古天乐/张智霖/郑嘉颖/邓丽欣/栢天男/谢天华/张继聪/夏嫣/蔡瀚亿/廖启智/谭耀文/卢海鹏/罗兰/麦长青/张松枝/陈庭欣/丁海峰/冯雷/李昕岳,剧情/动作/犯罪,香港,粤语/汉语普通话,2018,97
里约大冒险,8.3,247499,卡洛斯·沙尔丹哈,唐·莱默,杰西·艾森伯格/安妮·海瑟薇/乔治·洛佩兹/罗德里戈·桑托罗/凯特·德尔·卡斯蒂洛/卡洛斯·庞丝/伯纳多·德·保拉,喜剧/动画/冒险,美国,英语/葡萄牙语,2011,96
百鸟朝凤,8.1,151892,吴天明,吴天明,陶泽如/李岷城/嵇波/胡先煦/郑伟/迟蓬/袁中方/墨阳/张喜前/谭群/王长玲/周天羽/张双成/许还山,剧情,中国大陆,汉语普通话,2013,108
精灵旅社2,7.6,89448,格恩迪·塔塔科夫斯基,罗伯特·斯密戈尔,亚当·桑德勒/安迪·萨姆伯格/赛琳娜·戈麦斯/阿什·布林克夫/凯文·詹姆斯/大卫·斯佩德/史蒂夫·布西密/科甘-迈克尔·凯/莫莉·香侬/梅尔·布鲁克斯/法兰·德瑞雪/梅根·莫拉莉/尼克·奥弗曼/达纳·卡维/罗伯·里格尔/尼克·斯旺森/乔尼·所罗门/克里斯·卡坦/莎蒂·桑德勒/珊妮·桑德勒/乔恩·拉威茨/罗伯特·斯密戈尔/罗斯·阿卜杜/路奈尔·坎贝尔/杰瑞德·桑德勒/保罗·布里顿/克里斯·帕内尔/艾伦·卡瓦特,喜剧/动画/奇幻,美国,英语,2015,89
寂静之地,6.3,191807,约翰·卡拉辛斯基,布莱恩·伍兹,艾米莉·布朗特/约翰·卡拉辛斯基/米利森特·西蒙兹/诺亚·尤佩/凯德·伍德沃德/里昂·拉瑟姆/桃乐丝·麦卡锡,惊悚/恐怖,美国,美国手语/英语,2018,90
解除好友2：暗网,7.9,97346,斯蒂芬·思科,斯蒂芬·思科,科林·伍德尔/斯蒂芬妮·诺格拉斯/瑞贝卡·瑞滕豪斯/安德鲁斯·李斯/贝蒂·加布里埃尔/康纳·戴尔·里奥/萨维拉·温蒂亚尼/切尔西·阿尔登/道格拉斯·泰特/阿什顿·斯迈利/阿历萨·芒索,恐怖/犯罪,美国,英语,2018,92
普罗米修斯,7.3,230177,雷德利·斯科特,达蒙·林德洛夫,劳米·拉佩斯/迈克尔·法斯宾德/查理兹·塞隆/伊德里斯·艾尔巴/盖·皮尔斯/罗根·马歇尔-格林/西恩·哈里斯/拉菲·斯波/埃蒙·埃利奥特/黄凯旋/凯特·迪基/帕特里克·威尔森/露西·哈钦森,科幻/惊悚/冒险,美国/英国,英语/苏格兰盖尔语,2012,124
杀破狼2,7.4,121588,郑保瑞,黄英,吴京/托尼·贾/张晋/任达华/卢惠光/恭硕良/林嘉华/蔡瀚亿/艾威/姜皓文/张驰/寇占文/古天乐/袁嘉敏,剧情/动作/犯罪,香港/中国大陆,汉语普通话/粤语/英语/泰语/韩语,2015,120
帕丁顿熊,7.7,153823,保罗·金,保罗·金,本·卫肖/妮可·基德曼/休·博纳维尔/莎莉·霍金斯/萨缪尔·乔斯林/马德琳·哈里斯/朱丽·沃特斯/吉姆·布劳德本特/彼得·卡帕尔迪/艾美达·斯丹顿/迈克尔·刚本/杰弗里·帕尔默/蒂姆·唐尼/迈克尔·邦德/马特·卢卡斯/裘德·怀特/西蒙·法纳比/洛蒂·斯蒂尔/特丽萨·沃森,喜剧/动画/家庭,英国/法国,英语,2014,95
萨利机长,8.3,183335,克林特·伊斯特伍德,托德·考马尔尼基,汤姆·汉克斯/艾伦·艾克哈特/劳拉·琳妮/杰瑞·费拉拉/安娜·冈/奥图姆·瑞瑟/霍特·麦克卡兰尼/克里斯·鲍尔/杰米·谢尔丹/安·库萨克/莫莉·哈根/马克斯·阿德勒/萨姆·亨廷顿/韦恩·巴斯楚普/维勒莉·玛哈菲,剧情/传记,美国,英语,2016,96
师父,8.1,187580,徐浩峰,徐浩峰,廖凡/宋佳/蒋雯丽/金士杰/宋洋/黄觉/麦迪娜/张傲月/马君/陈观泰/熊欣欣/戴立忍/裘继戎/李博,剧情/动作/武侠,中国大陆,汉语普通话,2015,109
伯德小姐,7.9,185731,格蕾塔·葛韦格,格蕾塔·葛韦格,西尔莎·罗南/劳里·梅特卡夫/崔西·莱茨/卢卡斯·赫奇斯/蒂莫西·柴勒梅德/比妮·费尔德斯坦/罗伊丝·史密斯/斯蒂芬·亨德森/奥德娅·拉什/乔丹·罗德里格斯/凯瑟琳·纽顿/约翰·卡尔纳/杰克·麦克道曼/劳拉·马兰洛/安迪·巴克利/丹尼尔·祖瓦图/克里森·克拉克/丹妮尔·麦克唐纳/鲍勃·斯蒂芬森/路易莎·李/伦敦·托尔/本·康尼斯伯格/维克托·沃尔夫,剧情/家庭,美国,英语,2017,93
移动迷宫2,5.8,74899,韦斯·鲍尔,T·S·诺林,迪伦·奥布莱恩/卡雅·斯考达里奥/托马斯·布罗迪-桑斯特/吉安卡罗·埃斯波西托/艾丹·吉伦/李起弘/巴里·佩珀/莉莉·泰勒/派翠西娅·克拉克森/德克斯特·达登/亚历山大·弗洛里斯/雅库布·洛弗兰德/罗莎·萨拉查/特里·戴尔·帕克斯/凯瑟琳·史密斯-麦格林/凯瑟琳·麦克纳马拉/娜塔莉·伊曼纽尔,动作/科幻/冒险,美国,英语,2015,132
龙门飞甲,6.7,203697,徐克,徐克,李连杰/周迅/陈坤/李宇春/桂纶镁/范晓萱/樊少皇/杜奕衡/刘家辉/张馨予/盛鉴/薛剑/王双宝/韩飞行/李炳渊/庄杰/吴迪/李军如/李思博/翟钢/吕德亮/戴明/周大庆/安琪儿/高杰/钢特木尔/张秋风/张东/白斯古楞/石占杰/石凯/卫博/沙学周/肖瑞/吴飞/张兆玉/张成林/吴正林,动作/武侠/古装,中国大陆/香港,汉语普通话,2011,120
大象席地而坐,8.0,66875,胡波,胡波,彭昱畅/章宇/王玉雯/李从喜/董向荣/王柠/赵燕国彰/朱颜曼滋/凌正辉/王超北/王雪洋,剧情,中国大陆,汉语普通话,2018,234
妖铃铃,4.2,95527,吴君如,周运海,吴君如/沈腾/岳云鹏/张译/Papi酱/吴镇宇/方中信/焦俊艳/潘斌龙/阿如那/许君聪/李亦航/周冬雨/马思纯/李尚正,喜剧/恐怖,中国大陆,汉语普通话,2017,88
搜索,7.3,256761,陈凯歌,陈凯歌,高圆圆/姚晨/赵又廷/陈红/王学圻/王珞丹/陈燃/张译/余皑磊/张大礼/马维福/杨青/霍青/谭松韵,剧情/悬疑,中国大陆,汉语普通话,2012,117
佩小姐的奇幻城堡,7.2,116361,蒂姆·波顿,简·古德曼,阿萨·巴特菲尔德/伊娃·格林/塞缪尔·杰克逊/朱迪·丹奇/艾拉·珀内尔/克里斯·奥多德/金·迪肯斯/艾莉森·珍妮/劳伦·麦克罗斯蒂/特伦斯·斯坦普/鲁伯特·艾弗雷特/芬利·麦克米伦/艾拉·瓦勒斯泰特/米洛·帕克/匹克西·戴夫斯/澳澜·琼斯,剧情/奇幻/冒险,美国,英语,2016,127
实习生,7.8,134435,南希·迈耶斯,南希·迈耶斯,罗伯特·德尼罗/安妮·海瑟薇/蕾妮·罗素/安德雷斯·霍尔姆/乔乔·库什纳/安德鲁·兰内斯/亚当·德维尼/扎克·珀尔曼/杰森·奥利/克里斯蒂娜·谢勒/纳特·沃尔夫/琳达·拉文/西利亚·维斯顿/史蒂夫·维诺维奇/玛丽·凯·普莱斯/德瑞娜·德尼罗,喜剧,美国,英语,2015,121
溺水小刀,7.5,28930,山户结希,山户结希,小松菜奈/菅田将晖/重冈大毅/上白石萌音/志磨辽平/齐藤阳一郎/岭豪一/伊藤步梦/堀内正美/市川实和子/五十岚信次郎,剧情/爱情,日本,日语,2016,111
爱丽丝梦游仙境2：镜中奇遇记,6.7,96570,詹姆斯·博宾,琳达·伍尔芙顿,约翰尼·德普/米娅·华希科沃斯卡/海伦娜·伯翰·卡特/安妮·海瑟薇/萨莎·拜伦·科恩/瑞斯·伊凡斯/马特·卢卡斯/琳赛·邓肯/里奥·比尔/杰拉丁妮·詹姆斯/安德鲁·斯科特/理查德·阿米蒂奇/爱德华·斯皮伊尔斯/艾伦·瑞克曼/保罗·怀特豪斯/斯蒂芬·弗雷/马特·沃格尔/芭芭拉·温德索/麦克·辛/蒂莫西·斯波/托比·琼斯,奇幻/冒险,美国,英语,2016,115
微微一笑很倾城,4.9,87570,赵天宇,顾漫,井柏然/杨颖/李沁/王思聪/刘循子墨/吴倩/谭松韵/程伊/白宇/李现/王子杰/李九霄/梦秦/杜雨宸/庞瀚辰/曹毅/吴玉芳/王紫璇/夏欣/安韩瑾/潘霄/张一白/邸天槿/张梓豫/李佳勋/苗钟真/齐子轩/王钧泽/李祥翔,爱情,中国大陆,汉语普通话,2016,105
幸福的拉扎罗,8.6,50233,阿莉切·罗尔瓦赫尔,阿莉切·罗尔瓦赫尔,阿德里亚诺·塔尔迪奥洛/阿涅塞·格拉齐亚尼/卢卡·奇科瓦尼/阿尔巴·罗尔瓦赫尔/塞尔希·洛佩斯/纳塔利诺·巴拉索/托马索·拉尼奥/尼可莱塔·布拉斯基/达里亚·帕斯卡·阿托利尼/达维德·登奇/帕斯夸丽纳·斯昆恰,剧情/奇幻,意大利/瑞士/法国/德国,意大利语,2018,125
101次求婚,5.6,147113,陈正道,张巍,黄渤/林志玲/高以翔/秦海璐/武田铁矢/王迅,爱情,中国大陆/台湾/日本,汉语普通话,2013,104
狄仁杰之通天帝国,6.5,188800,徐克,张家鲁,刘德华/刘嘉玲/李冰冰/梁家辉/邓超/泰迪·罗宾/吴耀汉/姚橹/刘金山/马今/秦焰/王德顺/赵家林/何晟铭/蒋燕鸣/黄永刚/陈晓/SosHaroyan/符荷晴/徐楠/柴进,动作/悬疑/古装,中国大陆/香港,汉语普通话/粤语,2010,123
此房是我造,7.3,30598,拉斯·冯·提尔,拉斯·冯·提尔,马特·狄龙/布鲁诺·甘茨/乌玛·瑟曼/希芳·法隆/苏菲·格拉宝/丽莉·克亚芙/杰瑞米·戴维斯/爱德华·斯皮伊尔斯/大卫·拜利/刘智泰,喜剧/惊悚/犯罪,丹麦/法国/德国/瑞典,英语/德语/意大利语,2018,152
他是龙,7.4,124051,因达尔·詹杜巴耶夫,因达尔·詹杜巴耶夫,马特维·雷科夫/玛利亚·波兹哈娃/斯坦尼斯拉夫·柳布申/彼得·罗曼诺夫/列娃·安德烈瓦伊达/阿莲娜·契诃娃/维多利亚·伦佐娃,爱情/奇幻/冒险,俄罗斯,俄语,2015,107
新世界,8.7,123259,朴勋政,朴勋政,李政宰/崔岷植/黄政民/宋智孝/朴圣雄/金秉玉,剧情/犯罪,韩国,韩语/汉语普通话,2013,134
解忧杂货店,5.0,95946,韩杰,宋啸,王俊凯/迪丽热巴/董子健/李鸿其/董李无忧/成龙/秦昊/陈都灵/郝蕾/李梦/成泰燊/高华阳/潘斌龙/孟慧圆/孙小野,剧情/奇幻,中国大陆,汉语普通话,2017,109
前任2：备胎反击战,5.0,68179,田羽生,老史,郑恺/郭采洁/王传君/张殿伦/张艺兴,喜剧/爱情,中国大陆/香港,汉语普通话,2015,114
荒蛮故事,8.8,200995,达米安·斯兹弗隆,达米安·斯兹弗隆,达里奥·格兰迪内蒂/玛丽娅·玛努尔/莫妮卡·比利亚/丽塔·科尔泰塞/胡丽叶塔·泽尔贝伯格/凯撒·博尔东/莱昂纳多·斯巴拉格利亚/沃尔特·多纳多/里卡多·达林/南希·杜普拉/奥斯卡·马丁内兹/玛莉亚·奥内托/奥斯马·努涅斯/赫尔曼·德·席尔瓦/艾丽卡·里瓦斯/地亚哥·詹蒂莱/玛格丽塔·莫菲诺,剧情/喜剧/犯罪,阿根廷/西班牙,西班牙语,2014,122
有一个地方只有我们知道,4.9,133531,徐静蕾,王朔,吴亦凡/王丽坤/徐静蕾/戈登·亚历山大/丛珊/张超/热依扎/蔡书雅/黄立行/王丽媛/汪俊,爱情,中国大陆,汉语普通话/英语,2015,109
昆池岩,6.1,108253,郑凡植,郑凡植,魏河俊/朴智炫/吴雅妍/文艺媛/朴成勋/刘帝允/李丞旭,恐怖,韩国,韩语,2018,94
万物生长,5.7,117449,李玉,李玉,范冰冰/韩庚/齐溪/沈婷婷/沙溢/杨迪/张博宇/赵一维/吴莫愁/雷恪生/李梦/吕行,喜剧/爱情,中国大陆,汉语普通话,2015,105
海洋奇缘,7.5,97456,罗恩·克莱蒙兹/约翰·马斯克/唐·霍尔/克里斯·威廉姆斯,杰拉德·布什,奥丽伊·卡瓦洛/道恩·强森/瑞切尔·豪斯/特穆拉·莫里森/杰梅奈·克莱门特/尼可·斯彻金格/艾伦·图代克/奥斯卡·凯特利/特洛伊·波拉马鲁/普阿娜妮·卡瓦洛/露易丝·布什,动画/歌舞/奇幻/冒险,美国,英语,2016,107
移动迷宫,6.8,137129,韦斯·鲍尔,诺亚·奥本海姆,迪伦·奥布莱恩/阿梅尔·艾米恩/李起弘/布雷克·库珀/托马斯·布罗迪-桑斯特/威尔·保尔特/德克斯特·达登/卡雅·斯考达里奥/克里斯·谢菲尔德/乔·阿德勒/亚历山大·弗洛里斯/雅各布·拉提摩尔/兰德尔·D·坎宁安/派翠西娅·克拉克森/唐·麦克马纳斯,动作/科幻/冒险,美国/英国/英国,英语,2014,113
生化危机4：战神再生,6.5,124013,保罗·安德森,保罗·安德森,米拉·乔沃维奇/艾丽·拉特/温特沃斯·米勒/西耶娜·盖尔利/波瑞斯·科乔/肖恩·罗伯茨/金·寇兹/史宾塞·洛克/凯茜·克拉克,动作/科幻/恐怖,德国/法国/美国/加拿大,英语/日语,2010,97
黑衣人3,7.6,207472,巴里·索南菲尔德,伊坦·柯亨,威尔·史密斯/汤米·李·琼斯/乔什·布洛林/杰梅奈·克莱门特/艾玛·汤普森/尼可·斯彻金格/爱丽丝·伊芙/大卫·拉斯彻/比尔·哈德尔/迈克尔·斯图巴,喜剧/动作/科幻,美国,英语,2012,103
三生三世十里桃花,3.9,167000,赵小丁/安东尼·拉默里纳拉,李晗,刘亦菲/杨洋/罗晋/严屹宽/李纯/顾璇/陈佩斯/彭子苏/张贺茗/王羽铮/塔拉,爱情/奇幻,中国大陆,汉语普通话,2017,109
自杀小队,6.3,147309,大卫·阿耶,大卫·阿耶,威尔·史密斯/杰瑞德·莱托/玛格特·罗比/乔尔·金纳曼/维奥拉·戴维斯/本·阿弗莱克/杰·科特尼/卡拉·迪瓦伊/杰伊·埃尔南德斯/斯科特·伊斯特伍德/阿德沃尔·阿吉纽依-艾格拜吉/埃兹拉·米勒/科曼/亚当·比奇/吉姆·帕拉克/伊克·巴里霍尔兹/亚历克斯·梅拉兹/凯伦·福原/雷蒙德·奥鲁巴维尔,动作/犯罪/奇幻,美国,英语/日语/西班牙语,2016,123
起跑线,7.9,112444,萨基特·乔杜里,萨基特·乔杜里,伊尔凡·可汗/萨巴·卡玛尔/内哈·迪胡皮阿/迪帕克·迪布里亚尔/蒂希塔·塞加尔/阿莫瑞塔·金格/蒂洛塔玛·索姆/桑贾娜·桑吉/拉什·沙玛/桑贾伊·萨里/玛丽卡·杜阿/基兰·寇杰/丹尼·苏拉/斯沃蒂·达斯/苏米特·古拉蒂,剧情/喜剧,印度,印地语/英语,2017,132
隐秘而伟大,7.8,131799,张哲洙,尹洪基,金秀贤/李玹雨/朴基雄/李彩英/孙贤周/高昌锡/金成钧/张光/朴恩斌,喜剧/动作,韩国,韩语,2013,124
海蒂和爷爷,9.1,79712,阿兰·葛斯彭纳,约翰娜·施皮里,阿努克·斯特芬/布鲁诺·甘茨/昆林·艾格匹/安娜·申茨/伊莎贝尔·奥特曼/莉莲·奈福/彼得·杰克林/克里斯托夫·高格勒/丽贝卡·因德穆/莫妮卡·古布瑟/阿瑟·比勒/玛丽埃塔·耶米/彼得·洛迈尔/卡塔琳娜·舒特勒/杰拉·哈斯/迈克尔·克兰茨/劳拉·帕克/马库斯·赫林/马克西姆·梅米特/汉内洛勒·霍格,剧情/家庭/冒险,德国/瑞士/南非,德语/瑞士德语/南非语,2015,111
叶问3,6.3,87368,叶伟信,黄子桓,甄子丹/迈克·泰森/张晋/熊黛林/谭耀文/吴千语/喻亢/郑则仕/梁家仁/张继聪/陈国坤/刘以达/宗菲/曹操/王实/崔璨/刘艺菲,剧情/动作/传记/历史,中国大陆/香港,汉语普通话/粤语/英语,2015,105
万物理论,8.2,159627,詹姆斯·马什,安东尼·麦卡滕,埃迪·雷德梅恩/菲丽希缇·琼斯/大卫·休里斯/艾米丽·沃森/查理·考克斯/哈里·劳埃德/艾丽丝·奥尔尤因/玛克辛·皮克/亚当·戈德利/西蒙·迈克伯尼/阿比盖尔·克鲁特登/露西·查普尔/夏洛特·霍普/拉菲拉·查普曼/汤姆·普赖尔/恩佐·科伦蒂/托马斯·莫里森/迈克尔·马库斯/格拉法德·格林/盖伊·奥利弗-沃茨/克里斯蒂安·麦凯/伊莲恩·戴维斯/乔格·尼可洛夫/维多利亚·埃姆斯利/弗兰克·勒伯夫,剧情/爱情/传记,英国/美国/日本,英语/法语/拉丁语,2014,123
